Parc.;Variedad;Area;Mean;StdDev;Min;Max;%Area;MinThr;MaxThr
268;QUC 3517-2022;475;47.2246;2.103;42.1402;54.1681;100;-3.40E+38;3.40E+38
269;QUC 3411-2020;471;44.2957;1.5014;40.8459;48.5085;100;-3.40E+38;3.40E+38
270;QUC 4550-2021;442;45.4395;2.9073;39.8775;53.9483;100;-3.40E+38;3.40E+38
271;QUC 3412-2020;464;43.1592;1.6795;39.9083;47.2328;100;-3.40E+38;3.40E+38
272;QUC 4549-2021;464;47.6931;1.9947;42.9888;53.1239;100;-3.40E+38;3.40E+38
273;QUC 3555-2017;464;46.8611;2.4297;43.2051;54.128;100;-3.40E+38;3.40E+38
274;QUC 3548-2022;464;44.5109;1.2925;41.3999;48.1988;100;-3.40E+38;3.40E+38
275;QUC 4595-2021;434;45.3671;1.898;41.6683;50.8745;100;-3.40E+38;3.40E+38
276;QUC 3593-2020;428;45.2245;1.676;41.4431;49.3876;100;-3.40E+38;3.40E+38
277;QUC 3599-2020;461;48.5514;2.3773;42.4972;54.128;100;-3.40E+38;3.40E+38
278;QUC 3613-2017;464;44.7436;2.2139;40.1019;51.6044;100;-3.40E+38;3.40E+38
279;QUC 3742-2020;464;44.316;2.2619;39.6315;53.6492;100;-3.40E+38;3.40E+38
280;QUC 3613-2020;464;45.652;2.5002;41.6068;52.4561;100;-3.40E+38;3.40E+38
281;QUC 3643-2020;464;46.3484;2.6006;40.899;53.5099;100;-3.40E+38;3.40E+38
282;QUC 3530-2022;470;45.4367;2.2039;40.8719;54.1406;100;-3.40E+38;3.40E+38
283;QUC 3669-2020;474;44.3117;2.9284;39.2426;52.8125;100;-3.40E+38;3.40E+38
284;QUC 3629-2020;480;44.3459;2.0692;40.886;52.8796;100;-3.40E+38;3.40E+38
285;QUC 3621-2020;480;45.1126;1.5507;41.568;50.5074;100;-3.40E+38;3.40E+38
286;QUC 3220-2020;480;44.3182;2.0042;39.9292;49.9486;100;-3.40E+38;3.40E+38
287;QUC 4545-2021;459;42.3283;2.1365;39.2318;49.0423;100;-3.40E+38;3.40E+38
288;QUC 3526-2017;480;43.6991;1.7693;40.0404;51.759;100;-3.40E+38;3.40E+38
289;QUC 4547-2021;480;43.5505;2.3724;39.84;53.6447;100;-3.40E+38;3.40E+38
290;QUC 3593-2017;480;43.553;1.6646;39.8944;47.2805;100;-3.40E+38;3.40E+38
291;QUC 4636-2021;480;45.8991;2.3631;40.1889;51.5488;100;-3.40E+38;3.40E+38
292;QUC 3679-2020;480;43.6954;2.7274;39.3339;51.2865;100;-3.40E+38;3.40E+38
293;QUC 3414-2020;429;43.0234;3.1168;39.2288;53.058;100;-3.40E+38;3.40E+38
294;QUC 3213-2020;482;43.8178;2.7452;39.6621;54.2274;100;-3.40E+38;3.40E+38
295;QUC 3493-2018;470;43.1551;2.5117;39.2556;50.2316;100;-3.40E+38;3.40E+38
296;QUC 4667-2021;474;42.7866;2.8559;39.2937;53.8845;100;-3.40E+38;3.40E+38
297;QUC 3555-2017  ;322;41.5151;1.9071;39.2406;50.7184;100;-3.40E+38;3.40E+38
298;QUC 3326-2019;494;43.4829;2.758;39.2604;52.2599;100;-3.40E+38;3.40E+38
299;QUC 3548-2022;495;41.8292;1.5857;39.2511;46.3731;100;-3.40E+38;3.40E+38
300;QUC 3646-202;496;43.8687;1.8663;40.3391;49.7689;100;-3.40E+38;3.40E+38
301;QUC 3545-2020;496;45.2931;2.5149;40.7475;51.9758;100;-3.40E+38;3.40E+38
302;QUC 3223-2020;496;45.9713;1.9858;42.053;51.4006;100;-3.40E+38;3.40E+38
303;QUC 3533-2022;492;44.0394;2.4795;40.5955;53.9872;100;-3.40E+38;3.40E+38
304;QUC 35783-2020;495;45.7644;2.701;39.8869;54.2328;100;-3.40E+38;3.40E+38
305;QUC 3532-2022;465;44.1615;2.5924;39.2285;54.1333;100;-3.40E+38;3.40E+38
306;QUC 3532-2018  ;434;42.0918;1.8606;39.2292;48.4281;100;-3.40E+38;3.40E+38
307;QUC 3309-2020;456;42.6804;2.3727;39.2311;50.4134;100;-3.40E+38;3.40E+38
308;QUC 3208-2020;480;44.3503;2.3527;39.5262;52.0815;100;-3.40E+38;3.40E+38
309;QUC 4533-2021;480;44.2413;2.5083;40.1462;52.7279;100;-3.40E+38;3.40E+38
310;QUC 3519-2022;480;43.6438;2.2063;40.0284;50.8464;100;-3.40E+38;3.40E+38
311;QUC 3595-2020;480;42.874;1.7529;39.7258;47.981;100;-3.40E+38;3.40E+38
312;QUC 3772-2021;480;45.7218;1.3441;42.8149;51.2175;100;-3.40E+38;3.40E+38
313;QUC 3632-2021;480;45.8053;1.9991;41.3107;51.7515;100;-3.40E+38;3.40E+38
314;QUC 3526-2022;480;46.309;2.4099;40.1222;54.175;100;-3.40E+38;3.40E+38
315;QUC 3117-2020;480;45.7841;1.7008;42.9713;50.8629;100;-3.40E+38;3.40E+38
316;QUC 4470-2021;480;46.7887;2.3036;42.5613;54.2234;100;-3.40E+38;3.40E+38
317;QUC 3407-2020;480;44.5606;1.8488;41.0626;51.2433;100;-3.40E+38;3.40E+38
318;QUC 4598-2021;470;43.8251;3.014;39.4135;54.2372;100;-3.40E+38;3.40E+38
319;QUC 3655-2020;471;44.1497;1.9712;39.7902;52.1335;100;-3.40E+38;3.40E+38
320;QUC 3623-2020;464;45.1577;2.5573;39.7088;52.9641;100;-3.40E+38;3.40E+38
321;QUC 3454-2020  ;464;45.5758;1.7098;41.6696;50.3497;100;-3.40E+38;3.40E+38
322;QUC 3610-2020;464;46.638;1.8811;42.5581;52.5308;100;-3.40E+38;3.40E+38
323;QUC 3310-2020;455;48.5818;1.9664;43.1839;53.7538;100;-3.40E+38;3.40E+38
324;QUC 3657-2020;464;45.496;2.0292;41.1197;51.4062;100;-3.40E+38;3.40E+38
325;QUC 3313-2020;527;46.3367;2.1406;41.6266;53.5882;100;-3.40E+38;3.40E+38
326;QUC 3592-2020;471;45.6716;1.8645;41.0877;50.7684;100;-3.40E+38;3.40E+38
327;QUC 3662-2020;464;48.0056;2.2448;42.9886;53.4729;100;-3.40E+38;3.40E+38
328;QUC 3633-2020;464;45.7057;1.6005;42.258;50.0132;100;-3.40E+38;3.40E+38
329;QUC 4628-2021;464;45.4313;1.8949;40.5684;50.4419;100;-3.40E+38;3.40E+38
330;QUC 4637-2021;464;44.1796;2.5706;40.4133;50.7564;100;-3.40E+38;3.40E+38
331;QUC 3528-2017;464;43.7742;2.0587;40.1538;49.6851;100;-3.40E+38;3.40E+38
332;QUC 4543-2021;471;44.2634;1.6338;41.5478;50.498;100;-3.40E+38;3.40E+38
333;QUC 3328-2019  ;480;45.2058;1.4624;41.9035;48.6003;100;-3.40E+38;3.40E+38
334;QUC 3423-2020;480;43.0138;1.3531;40.0697;47.9497;100;-3.40E+38;3.40E+38
335;QUC 4542-2021;467;44.1132;2.7769;39.2303;52.7828;100;-3.40E+38;3.40E+38
336;QUC 3536-2022;444;43.1649;2.1173;39.2778;48.0824;100;-3.40E+38;3.40E+38
337;QUC 3530-2022;478;43.3805;2.2698;39.4563;49.2573;100;-3.40E+38;3.40E+38
338;QUC 3214-2020;445;42.0266;1.6556;39.2342;48.3945;100;-3.40E+38;3.40E+38
339;QUC 3224-2020;480;44.8506;2.7229;40.2602;51.6473;100;-3.40E+38;3.40E+38
340;QUC 3594-2017  ;480;45.1131;1.6728;39.9519;49.9578;100;-3.40E+38;3.40E+38
341;QUC 3501-2020;480;45.7649;2.3519;42.0126;53.5925;100;-3.40E+38;3.40E+38
342;QUC 4465-2021;479;45.6671;2.4708;41.3177;54.1748;100;-3.40E+38;3.40E+38
343;QUC 3590-2020;480;43.5018;1.8053;39.828;48.7006;100;-3.40E+38;3.40E+38
344;QUC 3417-2020;478;42.8964;1.9698;39.2427;48.8171;100;-3.40E+38;3.40E+38
345;QUC 3593-2020;456;41.8395;1.5242;39.2282;46.103;100;-3.40E+38;3.40E+38
346;QUC 3555-2020;482;42.8655;1.4127;39.3106;47.0899;100;-3.40E+38;3.40E+38
347;QUC 3559-2020;437;42.1154;1.4187;39.2301;45.1965;100;-3.40E+38;3.40E+38
348;QUC 3422-2020;496;45.8963;1.9231;41.4433;50.8459;100;-3.40E+38;3.40E+38
349;QUC 3636-2020;496;45.1513;2.2605;40.4881;50.4643;100;-3.40E+38;3.40E+38
350;QUC 3573-2020;496;43.6812;1.9157;39.609;49.0903;100;-3.40E+38;3.40E+38
351;QUC 3492-2018;482;43.5002;1.9219;39.2919;48.083;100;-3.40E+38;3.40E+38
352;QUC 4558-2021;496;47.3424;2.3004;42.9362;53.6128;100;-3.40E+38;3.40E+38
353;QUC 3616-2020;496;45.0407;1.8726;42.2182;54.2185;100;-3.40E+38;3.40E+38
354;QUC 3609-2020;496;45.1374;2.4389;41.153;53.5276;100;-3.40E+38;3.40E+38
355;QUC 3535-2022;493;44.5323;2.3056;40.2316;53.0703;100;-3.40E+38;3.40E+38
356;QUC 3502-2020;496;44.0232;1.5811;40.4062;49.2643;100;-3.40E+38;3.40E+38
357;QUC 3586-2020;488;43.7333;1.953;40.4979;51.8009;100;-3.40E+38;3.40E+38
358;QUC 3409-2020;480;45.5109;1.9856;41.5798;51.5783;100;-3.40E+38;3.40E+38
359;QUC 3679-2016;480;45.0931;1.399;41.4855;49.4244;100;-3.40E+38;3.40E+38
360;QUC 4595-2021;480;44.2896;1.6828;41.1477;50.915;100;-3.40E+38;3.40E+38
361;QUC 3859-2021;462;49.5823;1.8937;44.3462;54.1017;100;-3.40E+38;3.40E+38
362;QUC 4459-2021;480;46.1502;2.2222;41.8178;53.9772;100;-3.40E+38;3.40E+38
363;QUC 3313-2019;477;45.5744;2.1982;40.5807;54.201;100;-3.40E+38;3.40E+38
364;QUC 3411-2020;480;46.4705;1.8293;42.2497;52.6655;100;-3.40E+38;3.40E+38
365;QUC 3678-2020;480;45.5728;2.2746;41.5851;51.8792;100;-3.40E+38;3.40E+38
366;QUC 3209-2020;474;45.1855;2.2576;40.91;54.2638;100;-3.40E+38;3.40E+38
367;QUC 3522-2022;480;45.4772;2.3398;40.8678;50.3294;100;-3.40E+38;3.40E+38
368;QUC 3634-2020;464;47.5675;1.8519;43.7925;54.0344;100;-3.40E+38;3.40E+38
369;QUC 3669-2020;471;46.0139;2.183;41.1022;50.6941;100;-3.40E+38;3.40E+38
370;QUC 3401-2020;462;47.4497;2.1599;43.2668;54.1789;100;-3.40E+38;3.40E+38
371;QUC 4425-2021;461;48.6189;1.5662;45.2953;54.252;100;-3.40E+38;3.40E+38
372;QUC 3513-2020;464;44.9952;1.6091;41.102;51.0909;100;-3.40E+38;3.40E+38
373;QUC 3315-2019;464;45.1433;1.5803;41.6205;50.5139;100;-3.40E+38;3.40E+38
374;QUC 3596-2020;464;46.4972;1.8147;41.9885;51.9951;100;-3.40E+38;3.40E+38
375;QUC 4222-2021;420;49.1761;1.9886;44.5648;54.0798;100;-3.40E+38;3.40E+38
376;QUC 4255-2021;442;46.5243;1.7971;41.4399;51.2738;100;-3.40E+38;3.40E+38
377;QUC 3546-2022;464;45.6044;1.6942;41.6144;51.0907;100;-3.40E+38;3.40E+38
378;QUC 3606-2020;459;45.9029;2.115;41.2166;53.4921;100;-3.40E+38;3.40E+38
379;QUC 3582-2020;464;45.5377;1.9199;41.5383;52.1566;100;-3.40E+38;3.40E+38
380;QUC 4541-2021;432;46.7908;2.7629;41.6217;53.8346;100;-3.40E+38;3.40E+38
381;QUC 3661-2020;464;45.276;2.1357;40.3376;53.6926;100;-3.40E+38;3.40E+38
382;QUC 3509-2017 ;458;44.3837;2.278;39.377;49.5288;100;-3.40E+38;3.40E+38
383;QUC 3301-2019;461;46.7261;2.7181;40.4484;54.2343;100;-3.40E+38;3.40E+38
384;QUC 3555-2017  ;458;46.6643;2.8697;40.5271;54.2043;100;-3.40E+38;3.40E+38
385;QUC 3406-2020;458;46.4567;2.1002;41.8203;53.9203;100;-3.40E+38;3.40E+38
386;QUC 3544-2020;480;46.5456;1.682;42.3561;50.9166;100;-3.40E+38;3.40E+38
387;QUC 4614-2021;480;45.6195;2.5327;40.4803;53.6903;100;-3.40E+38;3.40E+38
388;QUC 3635-2020;480;44.9879;1.5378;42.0682;49.3238;100;-3.40E+38;3.40E+38
389;QUC 3448-2017;479;46.019;2.4585;40.6738;53.6324;100;-3.40E+38;3.40E+38
390;QUC 3425-2020;480;46.7275;1.5919;42.8401;51.9879;100;-3.40E+38;3.40E+38
391;QUC 4323-2021;477;46.9978;1.9594;43.1653;53.7835;100;-3.40E+38;3.40E+38
392;QUC 3588-2020;476;46.4861;2.5822;41.2012;54.2469;100;-3.40E+38;3.40E+38
393;QUC 3547-2022;476;45.7153;2.3089;41.4206;53.6395;100;-3.40E+38;3.40E+38
394;QUC 4546-2021;488;45.3186;1.905;41.9515;50.6011;100;-3.40E+38;3.40E+38
395;QUC 3614-2020;496;44.2883;2.2132;40.2799;50.7367;100;-3.40E+38;3.40E+38
396;QUC 3528-2017  ;494;44.1178;2.2836;39.3488;50.8963;100;-3.40E+38;3.40E+38
397;QUC 3448-2017  ;487;46.094;2.3328;42.0169;53.8958;100;-3.40E+38;3.40E+38
398;QUC 3639-2020;477;47.9414;2.4906;43.444;54.189;100;-3.40E+38;3.40E+38
399;QUC 3572-2018;496;47.3718;2.0967;42.6412;52.8782;100;-3.40E+38;3.40E+38
400;QUC 3649-2020;442;49.0062;2.5714;43.2049;54.2406;100;-3.40E+38;3.40E+38
401;QUC 3419-2020;496;45.6142;2.3272;41.369;53.1492;100;-3.40E+38;3.40E+38
402;QUC 4535-2021;495;46.592;1.9809;43.1263;54.0065;100;-3.40E+38;3.40E+38
403;QUC 3556-2020;495;45.6184;1.7621;42.7736;53.491;100;-3.40E+38;3.40E+38
404;QUC 3615-2020;496;45.74;1.8705;40.6259;49.7746;100;-3.40E+38;3.40E+38
405;QUC 3220-2020;496;45.0557;1.7812;41.7739;49.0925;100;-3.40E+38;3.40E+38
406;QUC 4224-2021;496;44.6725;1.6567;41.3603;49.7555;100;-3.40E+38;3.40E+38
407;QUC 3421-2020;488;44.3138;1.8845;40.121;50.1819;100;-3.40E+38;3.40E+38
408;QUC 3528-2020;480;43.0439;2.0278;39.6606;48.7385;100;-3.40E+38;3.40E+38
409;QUC 4539-2021;480;45.0879;2.4029;40.9806;51.1939;100;-3.40E+38;3.40E+38
410;QUC 3622-2020;480;44.4834;1.7696;40.958;49.3132;100;-3.40E+38;3.40E+38
411;QUC 3543-2022;480;44.5172;1.899;41.3011;50.554;100;-3.40E+38;3.40E+38
412;QUC 3672-2018  ;480;44.7548;1.689;41.3544;50.2874;100;-3.40E+38;3.40E+38
413;QUC 3527-2020;480;45.4024;1.8117;41.2811;52.03;100;-3.40E+38;3.40E+38
414;QUC 3311-2019;480;43.9636;1.9145;40.4185;50.3316;100;-3.40E+38;3.40E+38
415;QUC 3581-2020;480;44.8928;1.5774;41.0743;49.4972;100;-3.40E+38;3.40E+38
416;QUC 3608-2020;480;45.5996;1.687;42.3272;49.8732;100;-3.40E+38;3.40E+38
417;QUC 3516-2022;480;47.1863;1.8486;42.5374;51.2496;100;-3.40E+38;3.40E+38
418;QUC 3531-2018  ;480;46.2876;1.6234;42.1906;51.3347;100;-3.40E+38;3.40E+38
419;QUC 3531-2022;471;46.881;2.1619;42.6496;52.7097;100;-3.40E+38;3.40E+38
420;QUC 3591-2020;464;45.1311;1.6479;40.4081;51.6794;100;-3.40E+38;3.40E+38
421;QUC 4550-2021;438;48.2888;2.2249;43.43;54.2316;100;-3.40E+38;3.40E+38
422;QUC 4600-2021;464;46.6296;1.9082;41.9297;52.2314;100;-3.40E+38;3.40E+38
423;QUC 3741-2020;462;47.572;2.2422;42.4237;53.5367;100;-3.40E+38;3.40E+38
424;QUC 3537-2022;463;46.8975;1.9604;41.9275;53.6798;100;-3.40E+38;3.40E+38
425;QUC 4559-2021;527;47.9682;2.6269;41.9227;54.0547;100;-3.40E+38;3.40E+38
426;QUC 3642-2020;420;45.7607;2.2914;41.2263;51.7741;100;-3.40E+38;3.40E+38
427;QUC 3424-2020;464;44.8975;1.7349;41.0433;51.4924;100;-3.40E+38;3.40E+38
428;QUC 3420-2020;464;45.2703;2.4592;39.4414;52.4353;100;-3.40E+38;3.40E+38
429;QUC 4481-2021;464;47.1559;1.8543;43.0853;53.7603;100;-3.40E+38;3.40E+38
430;QUC 4549-2021;450;47.06;2.3061;42.9402;53.9715;100;-3.40E+38;3.40E+38
431;QUC 3319-2020;463;47.3017;1.8488;43.1333;53.8186;100;-3.40E+38;3.40E+38
432;QUC 3742-2020;471;44.0745;2.0327;40.7233;52.539;100;-3.40E+38;3.40E+38
433;QUC 3611-2020;480;47.5568;2.1067;42.9606;53.5788;100;-3.40E+38;3.40E+38
434;QUC 3454-2017  ;480;46.4477;1.8267;42.4911;52.2807;100;-3.40E+38;3.40E+38
435;QUC 3529-2017;480;44.7354;1.6232;41.4132;49.753;100;-3.40E+38;3.40E+38
436;QUC 3528-2022;480;47.8454;2.0324;43.7764;52.5296;100;-3.40E+38;3.40E+38
437;QUC 3613-2020;471;47.698;2.7226;40.8296;54.1921;100;-3.40E+38;3.40E+38
438;QUC 3523-2022;480;46.056;2.082;41.9779;52.6787;100;-3.40E+38;3.40E+38
439;QUC 3624-2020;478;43.7635;1.6813;39.3179;47.0965;100;-3.40E+38;3.40E+38
440;QUC 3656-2020;480;45.6315;2.48;40.8337;53.6156;100;-3.40E+38;3.40E+38
441;QUC 4592-2021;480;47.1112;1.8768;43.6389;53.8657;100;-3.40E+38;3.40E+38
442;QUC 4557-2021;480;45.489;2.0882;40.7974;51.5862;100;-3.40E+38;3.40E+38
443;QUC 3536-2020;466;43.0244;2.1394;39.2281;49.2931;100;-3.40E+38;3.40E+38
444;QUC 3617-2020;471;43.0844;1.726;39.2313;46.8753;100;-3.40E+38;3.40E+38
445;QUC 3454-2017;494;44.1176;2.7898;39.3693;54.03;100;-3.40E+38;3.40E+38
446;QUC 3584-2020;496;42.5807;1.1562;39.9251;45.6894;100;-3.40E+38;3.40E+38
447;LLEUQUE-INIA;491;45.659;2.8116;39.368;53.5977;100;-3.40E+38;3.40E+38
448;QUC 3613-2017 ;485;44.8379;2.6131;39.837;54.072;100;-3.40E+38;3.40E+38
449;QUC 4561-2021;443;47.6645;2.5279;42.9164;54.2382;100;-3.40E+38;3.40E+38
450;QUC 3314-2019;494;44.697;2.8999;39.624;54.2279;100;-3.40E+38;3.40E+38
451;QUC 4483-2021;496;48.0995;2.4224;43.2087;54.0123;100;-3.40E+38;3.40E+38
452;QUC 3212-2020;485;48.2582;1.749;43.7066;53.981;100;-3.40E+38;3.40E+38
453;QUC 4534-2021;496;45.8918;2.0877;41.3973;51.8084;100;-3.40E+38;3.40E+38
454;QUC 3526-2017;496;45.2083;1.968;41.968;52.0884;100;-3.40E+38;3.40E+38
455;QUC 3492-2018;496;46.128;2.5117;41.503;53.7651;100;-3.40E+38;3.40E+38
456;QUC 3585-2020;496;46.2469;1.9157;42.7417;53.0159;100;-3.40E+38;3.40E+38
457;QUC 3702-2020;488;46.2044;2.1604;41.6388;53.7424;100;-3.40E+38;3.40E+38
458;QUC 3581-2018;480;42.934;1.5548;39.6351;49.8392;100;-3.40E+38;3.40E+38
459;QUC 3555-2017;438;41.3059;1.2072;39.2306;44.8155;100;-3.40E+38;3.40E+38
460;QUC 3416-2020;480;45.124;2.2557;41.0839;52.7696;100;-3.40E+38;3.40E+38
461;QUC 3558-2020;480;43.5596;2.5048;39.417;49.8507;100;-3.40E+38;3.40E+38
462;QUC 3638-2020;480;45.0849;2.1309;40.9097;50.9826;100;-3.40E+38;3.40E+38
463;QUC 3558-2018;479;46.2264;2.4298;42.447;54.1025;100;-3.40E+38;3.40E+38
464;QUC 3599-2020;474;46.4443;2.6759;41.0326;53.8699;100;-3.40E+38;3.40E+38
465;QUC 3487-2018  ;480;46.8621;2.1713;42.8629;52.9138;100;-3.40E+38;3.40E+38
466;QUC 3637-2020;480;45.7908;1.7922;42.1933;51.0117;100;-3.40E+38;3.40E+38
467;QUC 3536-2018;480;45.7859;2.6798;41.4122;51.7043;100;-3.40E+38;3.40E+38
468;QUC 3532-2018;478;47.469;2.4009;42.4173;54.2334;100;-3.40E+38;3.40E+38
469;QUC 3678-2016;471;46.2999;1.8758;42.1701;51.871;100;-3.40E+38;3.40E+38
470;QUC 3509-2017;462;47.1919;1.6337;44.1526;54.2454;100;-3.40E+38;3.40E+38
471;QUC 4538-2021;464;45.8022;2.1707;40.6332;51.3571;100;-3.40E+38;3.40E+38
472;QUC 3583-2021;462;47.0635;2.6271;42.4797;54.1803;100;-3.40E+38;3.40E+38
473;QUC 3526-2017;464;44.3757;1.8656;40.4722;50.697;100;-3.40E+38;3.40E+38
474;QUC 3627-2020;464;46.5903;1.8489;42.8194;51.8004;100;-3.40E+38;3.40E+38
475;QUC 4552-2021;468;47.6329;2.6722;41.3413;54.2381;100;-3.40E+38;3.40E+38
476;QUC 3612-2020;390;46.1177;2.5232;41.4426;52.2935;100;-3.40E+38;3.40E+38
477;UC-1218;464;45.7862;1.9868;41.8642;53.2503;100;-3.40E+38;3.40E+38
478;QUC 3522-2020;458;46.6507;2.424;42.6447;54.1914;100;-3.40E+38;3.40E+38
479;QUC 3221-2020;464;47.4989;2.1332;43.5933;53.956;100;-3.40E+38;3.40E+38
480;QUC 4548-2021;464;45.2891;1.7486;41.4394;51.3239;100;-3.40E+38;3.40E+38
481;QUC 3534-2018  ;464;45.0726;1.9049;41.3189;49.1656;100;-3.40E+38;3.40E+38
482;QUEULE-INIA;471;45.3898;2.5671;40.1403;53.4758;100;-3.40E+38;3.40E+38
483;QUC 3534-2018;480;45.2796;1.8819;41.5014;51.7874;100;-3.40E+38;3.40E+38
484;QUC 3632-2020;480;44.8907;1.7776;41.4768;50.4817;100;-3.40E+38;3.40E+38
485;QUC 3635-2020;480;45.7849;1.7734;42.2796;50.2767;100;-3.40E+38;3.40E+38
486;QUC 3626-2020;480;45.6921;1.6761;42.1359;50.3038;100;-3.40E+38;3.40E+38
487;QUC 4540-2021;480;43.3064;1.9574;39.9361;49.0562;100;-3.40E+38;3.40E+38
488;QUC 3527-2022;480;44.613;2.3157;39.7854;50.1319;100;-3.40E+38;3.40E+38
489;QUC 3677-2020;397;41.6796;1.662;39.2273;48.2693;100;-3.40E+38;3.40E+38
490;QUC 3309-2019;471;43.1869;2.2198;39.3877;49.8146;100;-3.40E+38;3.40E+38
491;QUC 3312-2019;462;43.7445;1.8274;39.2906;51.2772;100;-3.40E+38;3.40E+38
492;QUC 3546-2020;480;43.8668;2.1424;40.648;53.2849;100;-3.40E+38;3.40E+38
493;QUC 3618-2020;478;42.5373;1.7782;39.2869;50.0407;100;-3.40E+38;3.40E+38
494;QUC 3311-2019;460;42.0201;1.661;39.2324;46.2303;100;-3.40E+38;3.40E+38
495;QUC 3316-2019;493;43.375;2.1766;39.2322;50.306;100;-3.40E+38;3.40E+38
496;QUC 3525-2022;496;45.176;2.4987;39.8085;51.9798;100;-3.40E+38;3.40E+38
497;QUC 3678-2016  ;489;43.5857;2.0092;39.2761;50.0631;100;-3.40E+38;3.40E+38
498;QUC 3630-2020;496;44.6905;1.6697;41.4325;50.2189;100;-3.40E+38;3.40E+38
499;QUC 3211-2020;496;45.4094;1.3395;42.685;49.2972;100;-3.40E+38;3.40E+38
500;QUC 4605-2021;496;45.6695;2.1744;40.8438;50.9916;100;-3.40E+38;3.40E+38
501;QUC 3220-2020;496;44.8179;1.5781;41.3764;50.5018;100;-3.40E+38;3.40E+38
502;QUC 4562-2021;493;47.1601;1.7045;43.672;52.6201;100;-3.40E+38;3.40E+38
503;QUC 3225-2020;496;43.2989;1.3546;40.2302;46.9218;100;-3.40E+38;3.40E+38
504;QUC 4537-2021;496;43.7507;1.8854;39.9982;49.2028;100;-3.40E+38;3.40E+38
505;QUC 3606-2021;496;45.2108;2.166;41.1337;52.4463;100;-3.40E+38;3.40E+38
506;QUC 3607-2020;494;44.1115;1.8;41.639;54.0133;100;-3.40E+38;3.40E+38
507;QUC 3625-2020;488;44.8296;2.1924;40.5846;52.4376;100;-3.40E+38;3.40E+38
508;QUC 4568-2021;480;45.2564;1.7968;41.1509;50.9967;100;-3.40E+38;3.40E+38
509;CBC 509 CHILE/SOMAT_3.1//BOOMER_18/LOTUS_4/6/ZAMPULLIN_2/GUANAY/5/NETTA_4/DUKEM_12//RASCON_19/3/SORA/2*PLATA_12/4/GREEN_18/FOCHA_1//AIRON_1/7/ZAKA/3/AJAIA_12/F3LOCAL(SEL.ETHIO.135.85)//PLATA_13/4/SOOTY_9/RASCON_37//WODUCK/CHAM_3/8/SELIM//SOUAI/FUMA_1;480;44.8911;2.0619;40.4683;49.855;100;-3.40E+38;3.40E+38
510;QUC 3448-2017  ;480;43.98;3.0134;40.2375;53.5373;100;-3.40E+38;3.40E+38
511;QUC 3653-2020;476;42.5097;1.8428;39.3111;48.2952;100;-3.40E+38;3.40E+38
512;QUC 3529-2022;480;44.4051;1.4444;41.4835;49.34;100;-3.40E+38;3.40E+38
513;QUC 3619-2020;480;43.1168;1.8536;39.6207;49.606;100;-3.40E+38;3.40E+38
514;QUC 3517-2017;480;43.3992;2.2392;39.6243;50.7899;100;-3.40E+38;3.40E+38
515;QUC 3529-2017  ;480;44.8713;3.0571;40.3811;52.9436;100;-3.40E+38;3.40E+38
516;QUC 4596-2021;480;44.4325;2.3389;40.4757;50.6322;100;-3.40E+38;3.40E+38
517;QUC 3603-2020;455;42.1119;1.8744;39.2439;49.3215;100;-3.40E+38;3.40E+38
518;QUC 3648-2020;480;46.9205;2.1493;41.8498;54.173;100;-3.40E+38;3.40E+38
519;QUC 4547-2021;471;44.5462;1.9371;40.2642;51.1432;100;-3.40E+38;3.40E+38
520;QUC 4344-2021;464;44.353;2.1512;39.9468;50.4257;100;-3.40E+38;3.40E+38
521;QUC 3589-2020;464;46.287;2.2691;40.6552;52.5928;100;-3.40E+38;3.40E+38
522;QUC 3658-2020;464;45.0979;2.0638;41.0533;52.9265;100;-3.40E+38;3.40E+38
523;QUC 3521-2020;464;45.9055;2.0454;40.7352;50.6303;100;-3.40E+38;3.40E+38
524;QUC 3210-2020;460;47.8738;1.871;43.2453;54.0374;100;-3.40E+38;3.40E+38
525;QUC 4551-2021;411;47.5202;2.2409;43.4996;54.1453;100;-3.40E+38;3.40E+38
526;QUC 3306-2019;370;46.0043;2.192;41.0204;50.6077;100;-3.40E+38;3.40E+38
527;QUC 4545-2021;463;46.7913;1.8306;43.3883;54.2288;100;-3.40E+38;3.40E+38
528;QUC 3418-2020;464;46.062;2.0606;41.2337;53.7925;100;-3.40E+38;3.40E+38
529;QUC 3598-2020;464;45.7291;1.7832;41.2646;50.5798;100;-3.40E+38;3.40E+38
530;QUC 3534-2020;464;45.905;2.4004;39.931;51.3221;100;-3.40E+38;3.40E+38
531;QUC 3526-2017  ;464;45.2666;2.1083;40.0715;50.955;100;-3.40E+38;3.40E+38
532;QUC 3622-2021;466;46.901;2.2421;41.2595;54.1959;100;-3.40E+38;3.40E+38
533;QUC 3631-2020;479;45.5798;2.3189;41.1484;53.6396;100;-3.40E+38;3.40E+38
534;QUC 4597-2021;473;45.619;2.6638;41.1933;54.2418;100;-3.40E+38;3.40E+38
535;QUC 4454-2021;480;46.3805;1.7636;42.2396;50.2435;100;-3.40E+38;3.40E+38
536;QUC 3409-2020;480;42.8071;1.7159;39.2339;49.7082;100;-3.40E+38;3.40E+38
537;QUC 3562-2020;480;43.861;1.9933;39.4815;50.2621;100;-3.40E+38;3.40E+38
538;QUC 3517-2022;479;45.9449;2.7353;40.5973;54.2249;100;-3.40E+38;3.40E+38
