Parc.;Variedad;Area;Mean;StdDev;Min;Max;%Area;MinThr;MaxThr
269;QUC 3411-2020;745;27.8187;0.6679;26.544;32.1784;100;-3.40E+38;3.40E+38
270;QUC 4550-2021;753;28.1125;0.8594;26.5663;32.3432;100;-3.40E+38;3.40E+38
271;QUC 3412-2020;760;26.4354;0.6385;25.4021;28.4082;100;-3.40E+38;3.40E+38
272;QUC 4549-2021;750;26.6414;0.5329;25.7762;28.9952;100;-3.40E+38;3.40E+38
273;QUC 3555-2017;751;26.4068;0.4721;25.6267;28.7582;100;-3.40E+38;3.40E+38
274;QUC 3548-2022;760;26.4085;0.588;25.6121;29.171;100;-3.40E+38;3.40E+38
275;QUC 4595-2021;741;27.1291;0.6946;25.3488;28.4849;100;-3.40E+38;3.40E+38
276;QUC 3593-2020;741;27.2021;0.6467;26.2044;31.0046;100;-3.40E+38;3.40E+38
277;QUC 3599-2020;760;27.7174;0.6066;26.8424;30.9776;100;-3.40E+38;3.40E+38
278;QUC 3613-2017;751;26.5109;0.3944;25.7651;29.0649;100;-3.40E+38;3.40E+38
279;QUC 3742-2020;750;26.3463;0.3777;25.7484;28.0139;100;-3.40E+38;3.40E+38
280;QUC 3613-2020;760;26.7591;0.4348;26.2117;28.8641;100;-3.40E+38;3.40E+38
281;QUC 3643-2020;760;27.3788;0.5053;26.9379;31.8157;100;-3.40E+38;3.40E+38
282;QUC 3530-2022;751;25.9183;0.2203;25.5922;26.962;100;-3.40E+38;3.40E+38
283;QUC 3669-2020;740;26.1682;0.4656;25.4708;28.3906;100;-3.40E+38;3.40E+38
284;QUC 3629-2020;740;26.5887;0.1695;26.0336;27.0824;100;-3.40E+38;3.40E+38
285;QUC 3621-2020;750;25.726;0.3511;25.0927;26.8714;100;-3.40E+38;3.40E+38
286;QUC 3220-2020;751;25.2921;0.2587;24.448;25.9987;100;-3.40E+38;3.40E+38
287;QUC 4545-2021;740;23.7764;0.291;23.3554;24.9728;100;-3.40E+38;3.40E+38
288;QUC 3526-2017;740;22.9031;0.1834;22.5849;23.6216;100;-3.40E+38;3.40E+38
289;QUC 4547-2021;740;24.1282;0.3386;23.4139;25.1704;100;-3.40E+38;3.40E+38
290;QUC 3593-2017;730;22.7726;0.1375;22.5343;23.128;100;-3.40E+38;3.40E+38
291;QUC 4636-2021;731;24.0233;0.228;23.4312;24.6882;100;-3.40E+38;3.40E+38
292;QUC 3679-2020;740;22.9467;0.1704;22.5381;23.5405;100;-3.40E+38;3.40E+38
293;QUC 3414-2020;706;22.7147;0.1222;22.4529;23.0556;100;-3.40E+38;3.40E+38
294;QUC 3213-2020;730;23.0916;0.1813;22.7346;23.6873;100;-3.40E+38;3.40E+38
295;QUC 3493-2018;717;22.7528;0.155;22.4583;23.3639;100;-3.40E+38;3.40E+38
296;QUC 4667-2021;720;23.1209;0.2062;22.7274;23.8834;100;-3.40E+38;3.40E+38
297;QUC 3555-2017  ;731;22.8839;0.2305;22.4737;23.4522;100;-3.40E+38;3.40E+38
298;QUC 3326-2019;730;23.2424;0.2293;22.7248;23.8512;100;-3.40E+38;3.40E+38
299;QUC 3548-2022;589;22.852;0.3207;22.456;24.1395;100;-3.40E+38;3.40E+38
300;QUC 3646-202;701;23.4897;0.3462;22.4677;24.6476;100;-3.40E+38;3.40E+38
301;QUC 3545-2020;720;23.9139;0.3145;22.5442;24.8166;100;-3.40E+38;3.40E+38
302;QUC 3223-2020;716;24.7979;0.5793;22.4567;26.0937;100;-3.40E+38;3.40E+38
303;QUC 3533-2022;730;23.4318;0.6509;22.8413;26.5847;100;-3.40E+38;3.40E+38
304;QUC 35783-2020;731;23.9552;0.3834;22.8949;25.0799;100;-3.40E+38;3.40E+38
305;QUC 3532-2022;715;22.727;0.2018;22.4587;23.7569;100;-3.40E+38;3.40E+38
306;QUC 3532-2018  ;718;22.7977;0.1008;22.4558;23.0456;100;-3.40E+38;3.40E+38
307;QUC 3309-2020;717;22.7215;0.0933;22.4603;23.0136;100;-3.40E+38;3.40E+38
308;QUC 3208-2020;740;23.4777;0.1479;23.1434;23.944;100;-3.40E+38;3.40E+38
309;QUC 4533-2021;740;23.1202;0.1912;22.752;24.2344;100;-3.40E+38;3.40E+38
310;QUC 3519-2022;731;22.8157;0.142;22.568;23.2722;100;-3.40E+38;3.40E+38
311;QUC 3595-2020;730;23.5105;0.1751;23.2464;24.7182;100;-3.40E+38;3.40E+38
312;QUC 3772-2021;740;24.4656;0.3624;23.4046;27.2413;100;-3.40E+38;3.40E+38
313;QUC 3632-2021;740;24.2948;0.4147;23.5621;27.3719;100;-3.40E+38;3.40E+38
314;QUC 3526-2022;740;22.9193;0.1694;22.6212;24.5224;100;-3.40E+38;3.40E+38
315;QUC 3117-2020;751;24.707;0.3763;23.873;25.8497;100;-3.40E+38;3.40E+38
316;QUC 4470-2021;750;25.7859;0.2755;25.1537;26.4801;100;-3.40E+38;3.40E+38
317;QUC 3407-2020;740;25.9439;0.3297;25.0507;27.4922;100;-3.40E+38;3.40E+38
318;QUC 4598-2021;740;27.2925;0.6184;26.2346;30.2351;100;-3.40E+38;3.40E+38
319;QUC 3655-2020;751;27.8058;0.3417;27.1888;29.486;100;-3.40E+38;3.40E+38
320;QUC 3623-2020;758;27.5038;0.654;26.0074;31.4289;100;-3.40E+38;3.40E+38
321;QUC 3454-2020  ;752;27.2307;0.8919;25.896;31.8785;100;-3.40E+38;3.40E+38
322;QUC 3610-2020;745;26.4926;0.9867;24.972;31.9437;100;-3.40E+38;3.40E+38
323;QUC 3310-2020;751;24.7098;0.4305;23.9675;27.6278;100;-3.40E+38;3.40E+38
324;QUC 3657-2020;760;24.8745;0.2955;24.4608;25.7664;100;-3.40E+38;3.40E+38
325;QUC 3313-2020;741;25.1637;0.4764;24.4238;27.0486;100;-3.40E+38;3.40E+38
326;QUC 3592-2020;741;25.2757;0.2092;24.9649;26.377;100;-3.40E+38;3.40E+38
327;QUC 3662-2020;760;26.4362;0.2687;25.7253;26.9741;100;-3.40E+38;3.40E+38
328;QUC 3633-2020;751;26.4303;0.3852;25.4537;27.1523;100;-3.40E+38;3.40E+38
329;QUC 4628-2021;750;26.5776;0.3722;25.9787;28.3804;100;-3.40E+38;3.40E+38
330;QUC 4637-2021;760;27.8896;0.3298;27.2581;29.3846;100;-3.40E+38;3.40E+38
331;QUC 3528-2017;760;27.1973;0.4793;25.9322;28.7162;100;-3.40E+38;3.40E+38
332;QUC 4543-2021;751;26.1572;0.3792;25.5638;27.6137;100;-3.40E+38;3.40E+38
333;QUC 3328-2019  ;740;25.6049;0.4372;24.6686;28.4546;100;-3.40E+38;3.40E+38
334;QUC 3423-2020;740;25.3711;0.2875;24.8799;26.242;100;-3.40E+38;3.40E+38
335;QUC 4542-2021;750;25.4214;0.3857;24.3734;26.0983;100;-3.40E+38;3.40E+38
336;QUC 3536-2022;751;24.6865;0.4527;23.6824;25.3692;100;-3.40E+38;3.40E+38
337;QUC 3530-2022;740;23.375;0.2281;22.9552;23.9965;100;-3.40E+38;3.40E+38
338;QUC 3214-2020;740;24.5515;0.205;23.9981;25.5131;100;-3.40E+38;3.40E+38
339;QUC 3224-2020;740;24.5671;0.4935;23.3913;26.0845;100;-3.40E+38;3.40E+38
340;QUC 3594-2017  ;730;22.8654;0.1538;22.5365;23.7309;100;-3.40E+38;3.40E+38
341;QUC 3501-2020;731;23.06;0.2136;22.7187;23.96;100;-3.40E+38;3.40E+38
342;QUC 4465-2021;740;23.2552;0.1412;22.9825;24.061;100;-3.40E+38;3.40E+38
343;QUC 3590-2020;738;23.0613;0.1703;22.5341;23.8028;100;-3.40E+38;3.40E+38
344;QUC 3417-2020;730;22.9732;0.1435;22.5449;23.2794;100;-3.40E+38;3.40E+38
345;QUC 3593-2020;720;23.4301;0.2475;22.7679;24.6395;100;-3.40E+38;3.40E+38
346;QUC 3555-2020;720;23.1278;0.1869;22.7845;23.8508;100;-3.40E+38;3.40E+38
347;QUC 3559-2020;731;24.0616;0.5533;23.2381;26.8049;100;-3.40E+38;3.40E+38
348;QUC 3422-2020;730;24.4436;0.4095;23.3089;25.8223;100;-3.40E+38;3.40E+38
349;QUC 3636-2020;720;23.7514;0.2975;22.6367;24.849;100;-3.40E+38;3.40E+38
350;QUC 3573-2020;720;23.405;0.3693;22.5271;26.998;100;-3.40E+38;3.40E+38
351;QUC 3492-2018;720;23.5515;0.55;22.8292;27.9404;100;-3.40E+38;3.40E+38
352;QUC 4558-2021;720;24.6109;0.263;23.5465;25.6892;100;-3.40E+38;3.40E+38
353;QUC 3616-2020;730;25.2836;0.2855;24.0335;26.7101;100;-3.40E+38;3.40E+38
354;QUC 3609-2020;731;25.5667;0.3176;24.2584;26.6407;100;-3.40E+38;3.40E+38
355;QUC 3535-2022;720;23.4455;0.2981;22.8228;25.3633;100;-3.40E+38;3.40E+38
356;QUC 3502-2020;720;23.4977;0.171;23.0436;24.2141;100;-3.40E+38;3.40E+38
357;QUC 3586-2020;730;23.266;0.1703;22.9544;23.8747;100;-3.40E+38;3.40E+38
358;QUC 3409-2020;740;23.698;0.1575;23.2201;24.1371;100;-3.40E+38;3.40E+38
359;QUC 3679-2016;740;22.8665;0.166;22.5893;23.3508;100;-3.40E+38;3.40E+38
360;QUC 4595-2021;731;23.1907;0.1533;22.8875;24.1476;100;-3.40E+38;3.40E+38
361;QUC 3859-2021;730;23.6983;0.2192;23.2795;24.2127;100;-3.40E+38;3.40E+38
362;QUC 4459-2021;740;23.933;0.2883;23.3808;24.839;100;-3.40E+38;3.40E+38
363;QUC 3313-2019;740;24.3197;0.3555;23.7069;25.9608;100;-3.40E+38;3.40E+38
364;QUC 3411-2020;740;23.6668;0.3258;22.8147;24.9997;100;-3.40E+38;3.40E+38
365;QUC 3678-2020;751;23.81;0.3186;23.0905;24.6542;100;-3.40E+38;3.40E+38
366;QUC 3209-2020;750;24.7346;0.514;23.7536;26.5161;100;-3.40E+38;3.40E+38
367;QUC 3522-2022;740;24.1755;0.257;23.5908;24.9507;100;-3.40E+38;3.40E+38
368;QUC 3634-2020;740;26.1046;0.3417;24.8011;26.8076;100;-3.40E+38;3.40E+38
369;QUC 3669-2020;751;25.576;0.3296;24.6584;26.1264;100;-3.40E+38;3.40E+38
370;QUC 3401-2020;760;25.5784;0.442;24.6258;26.7692;100;-3.40E+38;3.40E+38
371;QUC 4425-2021;760;25.4085;0.4053;24.1606;26.2921;100;-3.40E+38;3.40E+38
372;QUC 3513-2020;750;24.7457;0.2192;24.3926;25.8958;100;-3.40E+38;3.40E+38
373;QUC 3315-2019;751;25.6276;0.203;25.1784;26.1984;100;-3.40E+38;3.40E+38
374;QUC 3596-2020;760;26.0185;0.2518;25.5279;26.9697;100;-3.40E+38;3.40E+38
375;QUC 4222-2021;741;25.9715;0.3567;25.2607;26.9694;100;-3.40E+38;3.40E+38
376;QUC 4255-2021;741;26.6248;0.5706;25.5726;28.6071;100;-3.40E+38;3.40E+38
377;QUC 3546-2022;760;24.8551;0.3647;24.3096;26.533;100;-3.40E+38;3.40E+38
378;QUC 3606-2020;751;26.0808;0.4342;24.664;27.4225;100;-3.40E+38;3.40E+38
379;QUC 3582-2020;750;25.9095;0.6796;24.8036;29.2317;100;-3.40E+38;3.40E+38
380;QUC 4541-2021;759;26.4517;0.6617;25.3513;32.436;100;-3.40E+38;3.40E+38
381;QUC 3661-2020;760;26.3892;0.3632;25.2011;27.5334;100;-3.40E+38;3.40E+38
382;QUC 3509-2017 ;751;24.538;0.2674;24.1143;25.4659;100;-3.40E+38;3.40E+38
383;QUC 3301-2019;740;25.4286;0.3338;24.3613;26.1288;100;-3.40E+38;3.40E+38
384;QUC 3555-2017  ;740;24.4297;0.514;23.7263;25.8973;100;-3.40E+38;3.40E+38
385;QUC 3406-2020;750;25.2482;0.4356;24.4612;26.2384;100;-3.40E+38;3.40E+38
386;QUC 3544-2020;751;24.4824;0.3173;23.3108;25.1729;100;-3.40E+38;3.40E+38
387;QUC 4614-2021;730;23.6335;0.5109;22.4536;26.0807;100;-3.40E+38;3.40E+38
388;QUC 3635-2020;740;23.9689;0.5486;23.2203;26.1968;100;-3.40E+38;3.40E+38
389;QUC 3448-2017;740;23.4904;0.3271;22.9795;24.7081;100;-3.40E+38;3.40E+38
390;QUC 3425-2020;730;23.4542;0.3182;23.0315;25.5358;100;-3.40E+38;3.40E+38
391;QUC 4323-2021;731;23.5842;0.226;22.81;23.9259;100;-3.40E+38;3.40E+38
392;QUC 3588-2020;740;24.1406;0.4948;22.5739;24.9702;100;-3.40E+38;3.40E+38
393;QUC 3547-2022;740;23.3929;0.2301;22.7039;24.019;100;-3.40E+38;3.40E+38
394;QUC 4546-2021;730;24.5218;0.4336;22.7974;25.5024;100;-3.40E+38;3.40E+38
395;QUC 3614-2020;711;23.5611;0.2762;22.46;24.133;100;-3.40E+38;3.40E+38
396;QUC 3528-2017  ;719;23.4581;0.8219;22.4819;27.018;100;-3.40E+38;3.40E+38
397;QUC 3448-2017  ;731;25.113;0.31;24.231;27.4229;100;-3.40E+38;3.40E+38
398;QUC 3639-2020;730;24.9647;0.6251;22.8358;26.7484;100;-3.40E+38;3.40E+38
399;QUC 3572-2018;720;24.3875;0.4563;22.9469;25.903;100;-3.40E+38;3.40E+38
400;QUC 3649-2020;720;24.2454;0.7206;22.4587;28.9421;100;-3.40E+38;3.40E+38
401;QUC 3419-2020;698;23.7645;0.4557;22.4683;25.0447;100;-3.40E+38;3.40E+38
402;QUC 4535-2021;720;24.6298;0.5931;22.7426;26.6821;100;-3.40E+38;3.40E+38
403;QUC 3556-2020;730;24.9903;0.3039;23.3528;26.2204;100;-3.40E+38;3.40E+38
404;QUC 3615-2020;731;26.2779;0.7286;24.1745;27.9016;100;-3.40E+38;3.40E+38
405;QUC 3220-2020;720;26.1175;0.3632;24.3235;27.2916;100;-3.40E+38;3.40E+38
406;QUC 4224-2021;720;25.572;0.4275;23.4847;26.4781;100;-3.40E+38;3.40E+38
407;QUC 3421-2020;730;25.5377;0.2415;24.8487;27.0174;100;-3.40E+38;3.40E+38
408;QUC 3528-2020;740;25.5112;0.2549;24.4365;26.7164;100;-3.40E+38;3.40E+38
409;QUC 4539-2021;740;25.626;0.3819;24.4569;27.8248;100;-3.40E+38;3.40E+38
410;QUC 3622-2020;731;25.6741;0.6616;24.268;28.783;100;-3.40E+38;3.40E+38
411;QUC 3543-2022;730;24.3635;0.4775;23.8108;26.61;100;-3.40E+38;3.40E+38
412;QUC 3672-2018  ;740;25.1108;0.5809;24.2782;27.2734;100;-3.40E+38;3.40E+38
413;QUC 3527-2020;740;25.2245;0.3871;24.3216;27.0262;100;-3.40E+38;3.40E+38
414;QUC 3311-2019;740;24.4234;0.386;23.2689;25.3141;100;-3.40E+38;3.40E+38
415;QUC 3581-2020;751;24.649;0.3905;23.944;26.1852;100;-3.40E+38;3.40E+38
416;QUC 3608-2020;750;25.4836;0.3609;23.2064;26.1709;100;-3.40E+38;3.40E+38
417;QUC 3516-2022;740;24.6788;0.2113;24.2225;25.144;100;-3.40E+38;3.40E+38
418;QUC 3531-2018  ;740;24.5271;0.3214;23.8;26.2094;100;-3.40E+38;3.40E+38
419;QUC 3531-2022;751;25.4005;0.4843;24.4055;26.8201;100;-3.40E+38;3.40E+38
420;QUC 3591-2020;760;26.3148;0.4063;25.178;27.7125;100;-3.40E+38;3.40E+38
421;QUC 4550-2021;760;25.9301;0.5398;24.7816;27.5576;100;-3.40E+38;3.40E+38
422;QUC 4600-2021;750;25.4942;0.3453;24.4584;26.5342;100;-3.40E+38;3.40E+38
423;QUC 3741-2020;751;25.914;0.3478;24.3394;26.7071;100;-3.40E+38;3.40E+38
424;QUC 3537-2022;760;26.5361;0.5376;25.0987;29.5471;100;-3.40E+38;3.40E+38
425;QUC 4559-2021;741;26.7498;0.4828;25.7372;28.0458;100;-3.40E+38;3.40E+38
426;QUC 3642-2020;741;27.1783;0.5205;26.4691;30.6912;100;-3.40E+38;3.40E+38
427;QUC 3424-2020;760;27.0847;0.4086;25.6864;28.9426;100;-3.40E+38;3.40E+38
428;QUC 3420-2020;751;25.9931;0.2823;25.4844;27.16;100;-3.40E+38;3.40E+38
429;QUC 4481-2021;750;26.0442;0.4043;25.01;27.7918;100;-3.40E+38;3.40E+38
430;QUC 4549-2021;760;25.8739;0.4646;24.269;27.0645;100;-3.40E+38;3.40E+38
431;QUC 3319-2020;760;26.4596;0.3473;25.2983;27.2959;100;-3.40E+38;3.40E+38
432;QUC 3742-2020;751;26.7505;0.3;25.7499;28.2337;100;-3.40E+38;3.40E+38
433;QUC 3611-2020;740;25.8487;0.6127;24.9001;28.8375;100;-3.40E+38;3.40E+38
434;QUC 3454-2017  ;740;24.1866;0.2623;23.8211;25.0218;100;-3.40E+38;3.40E+38
435;QUC 3529-2017;750;23.8164;0.3734;23.2904;25.3693;100;-3.40E+38;3.40E+38
436;QUC 3528-2022;751;23.8727;0.1731;23.5104;24.7423;100;-3.40E+38;3.40E+38
437;QUC 3613-2020;740;24.131;0.2994;23.3178;25.0244;100;-3.40E+38;3.40E+38
438;QUC 3523-2022;740;24.2409;0.3675;23.5298;26.6371;100;-3.40E+38;3.40E+38
439;QUC 3624-2020;740;25.8892;0.403;24.7473;27.5795;100;-3.40E+38;3.40E+38
440;QUC 3656-2020;730;25.5024;0.2653;24.2374;26.9481;100;-3.40E+38;3.40E+38
441;QUC 4592-2021;731;25.6691;0.6235;22.9391;27.3052;100;-3.40E+38;3.40E+38
442;QUC 4557-2021;740;25.7094;0.6766;23.2861;26.6086;100;-3.40E+38;3.40E+38
443;QUC 3536-2020;740;25.0583;0.5933;23.2247;25.9636;100;-3.40E+38;3.40E+38
444;QUC 3617-2020;730;25.1416;0.5205;22.9749;26.1721;100;-3.40E+38;3.40E+38
445;QUC 3454-2017;720;25.034;0.4134;23.4705;27.1735;100;-3.40E+38;3.40E+38
446;QUC 3584-2020;720;26.9649;0.9906;24.7186;30.8555;100;-3.40E+38;3.40E+38
447;LLEUQUE-INIA;731;26.8047;0.7443;25.421;30.976;100;-3.40E+38;3.40E+38
448;QUC 3613-2017 ;730;26.1411;0.5682;24.7044;29.9867;100;-3.40E+38;3.40E+38
449;QUC 4561-2021;720;26.5971;0.6298;24.5088;28.6319;100;-3.40E+38;3.40E+38
450;QUC 3314-2019;720;25.623;0.6355;24.3726;30.2417;100;-3.40E+38;3.40E+38
451;QUC 4483-2021;676;25.0036;1.4593;22.5107;32.4685;100;-3.40E+38;3.40E+38
452;QUC 3212-2020;720;24.6816;0.4574;23.16;26.0468;100;-3.40E+38;3.40E+38
453;QUC 4534-2021;730;26.2004;0.8522;23.7223;30.1617;100;-3.40E+38;3.40E+38
454;QUC 3526-2017;731;26.9338;1.0881;24.4819;31.2063;100;-3.40E+38;3.40E+38
455;QUC 3492-2018;720;27.4888;1.4375;25.8771;32.1907;100;-3.40E+38;3.40E+38
456;QUC 3585-2020;720;26.6266;0.4311;25.3673;28.6843;100;-3.40E+38;3.40E+38
457;QUC 3702-2020;730;26.2332;0.3987;24.6114;28.2481;100;-3.40E+38;3.40E+38
458;QUC 3581-2018;740;25.3312;0.3411;24.1673;26.0623;100;-3.40E+38;3.40E+38
459;QUC 3555-2017;740;25.9029;0.2453;24.8833;26.3699;100;-3.40E+38;3.40E+38
460;QUC 3416-2020;731;26.0169;0.3606;24.9697;26.8577;100;-3.40E+38;3.40E+38
461;QUC 3558-2020;730;25.8274;0.4963;25.2152;29.3595;100;-3.40E+38;3.40E+38
462;QUC 3638-2020;740;27.2406;0.4418;25.8885;28.7904;100;-3.40E+38;3.40E+38
463;QUC 3558-2018;740;26.2006;0.9075;24.8891;31.7854;100;-3.40E+38;3.40E+38
464;QUC 3599-2020;740;24.9844;0.385;23.5713;26.9844;100;-3.40E+38;3.40E+38
465;QUC 3487-2018  ;751;24.096;0.2981;23.4431;24.7197;100;-3.40E+38;3.40E+38
466;QUC 3637-2020;750;25.4559;0.4559;24.4816;26.9636;100;-3.40E+38;3.40E+38
467;QUC 3536-2018;740;24.6527;0.3343;23.9428;25.8164;100;-3.40E+38;3.40E+38
468;QUC 3532-2018;740;24.7057;0.6241;23.8994;27.9525;100;-3.40E+38;3.40E+38
469;QUC 3678-2016;751;24.8418;0.4529;24.2167;26.4609;100;-3.40E+38;3.40E+38
470;QUC 3509-2017;760;25.9391;0.65;24.5167;29.0381;100;-3.40E+38;3.40E+38
471;QUC 4538-2021;760;26.7937;0.6258;25.184;29.6524;100;-3.40E+38;3.40E+38
472;QUC 3583-2021;747;26.4462;0.8024;24.8952;31.8537;100;-3.40E+38;3.40E+38
473;QUC 3526-2017;751;25.3971;0.3684;23.729;26.923;100;-3.40E+38;3.40E+38
474;QUC 3627-2020;760;26.5559;0.4397;25.3467;28.0818;100;-3.40E+38;3.40E+38
475;QUC 4552-2021;741;26.8015;0.3822;26.085;27.6436;100;-3.40E+38;3.40E+38
476;QUC 3612-2020;741;27.2483;0.5073;25.2735;29.7908;100;-3.40E+38;3.40E+38
477;UC-1218;760;26.5831;0.302;25.6093;28.8631;100;-3.40E+38;3.40E+38
478;QUC 3522-2020;751;26.1044;0.1726;25.6793;27.2073;100;-3.40E+38;3.40E+38
479;QUC 3221-2020;750;27.0234;0.5584;25.4217;29.2694;100;-3.40E+38;3.40E+38
480;QUC 4548-2021;760;27.4171;0.9201;25.684;30.6872;100;-3.40E+38;3.40E+38
481;QUC 3534-2018  ;760;25.6622;0.3162;25.1737;26.8982;100;-3.40E+38;3.40E+38
482;QUEULE-INIA;751;26.163;0.3101;25.4044;27.059;100;-3.40E+38;3.40E+38
483;QUC 3534-2018;740;24.8875;0.4179;24.0121;26.2145;100;-3.40E+38;3.40E+38
484;QUC 3632-2020;740;25.9765;0.1853;25.3399;26.3731;100;-3.40E+38;3.40E+38
485;QUC 3635-2020;750;25.2003;0.2373;24.2732;26.2362;100;-3.40E+38;3.40E+38
486;QUC 3626-2020;751;26.2396;0.4993;24.4782;28.6107;100;-3.40E+38;3.40E+38
487;QUC 4540-2021;740;25.3293;0.2789;24.1377;25.7719;100;-3.40E+38;3.40E+38
488;QUC 3527-2022;740;25.1645;0.7069;24.1408;29.1998;100;-3.40E+38;3.40E+38
489;QUC 3677-2020;740;26.44;0.457;24.2841;28.3591;100;-3.40E+38;3.40E+38
490;QUC 3309-2019;730;25.1469;0.389;24.34;26.5398;100;-3.40E+38;3.40E+38
491;QUC 3312-2019;731;24.9022;0.2906;23.9642;25.6087;100;-3.40E+38;3.40E+38
492;QUC 3546-2020;740;25.2937;0.3429;23.8802;26.1303;100;-3.40E+38;3.40E+38
493;QUC 3618-2020;740;25.0038;0.3701;23.5306;25.9408;100;-3.40E+38;3.40E+38
494;QUC 3311-2019;730;25.046;0.2191;23.8957;25.4571;100;-3.40E+38;3.40E+38
495;QUC 3316-2019;720;25.4131;0.4243;23.9032;27.6035;100;-3.40E+38;3.40E+38
496;QUC 3525-2022;720;25.8118;0.3645;24.9798;27.6358;100;-3.40E+38;3.40E+38
497;QUC 3678-2016  ;731;24.8899;0.3563;23.5839;25.6744;100;-3.40E+38;3.40E+38
498;QUC 3630-2020;730;25.7816;0.4874;23.5867;26.5151;100;-3.40E+38;3.40E+38
499;QUC 3211-2020;720;25.0949;0.4152;23.1079;25.9793;100;-3.40E+38;3.40E+38
500;QUC 4605-2021;720;24.7356;0.3825;23.3461;27.2696;100;-3.40E+38;3.40E+38
501;QUC 3220-2020;720;25.4586;0.9728;23.3637;28.2628;100;-3.40E+38;3.40E+38
502;QUC 4562-2021;717;27.5973;1.4217;23.664;32.427;100;-3.40E+38;3.40E+38
503;QUC 3225-2020;730;26.6959;0.5012;23.9375;29.3838;100;-3.40E+38;3.40E+38
504;QUC 4537-2021;731;27.0893;0.6212;24.8386;29.4642;100;-3.40E+38;3.40E+38
505;QUC 3606-2021;720;27.0488;0.5926;25.8425;30.421;100;-3.40E+38;3.40E+38
506;QUC 3607-2020;720;26.8757;0.3862;25.8772;29.0222;100;-3.40E+38;3.40E+38
507;QUC 3625-2020;730;26.178;0.2946;24.0658;27.0999;100;-3.40E+38;3.40E+38
508;QUC 4568-2021;740;26.2162;0.4999;24.66;28.7023;100;-3.40E+38;3.40E+38
509;CBC 509 CHILE/SOMAT_3.1//BOOMER_18/LOTUS_4/6/ZAMPULLIN_2/GUANAY/5/NETTA_4/DUKEM_12//RASCON_19/3/SORA/2*PLATA_12/4/GREEN_18/FOCHA_1//AIRON_1/7/ZAKA/3/AJAIA_12/F3LOCAL(SEL.ETHIO.135.85)//PLATA_13/4/SOOTY_9/RASCON_37//WODUCK/CHAM_3/8/SELIM//SOUAI/FUMA_1;740;26.6372;0.5308;24.8009;27.8572;100;-3.40E+38;3.40E+38
510;QUC 3448-2017  ;731;26.0431;0.234;25.0802;26.9007;100;-3.40E+38;3.40E+38
511;QUC 3653-2020;730;26.2625;0.2961;25.5703;26.8935;100;-3.40E+38;3.40E+38
512;QUC 3529-2022;740;26.6706;0.649;25.8032;30.8731;100;-3.40E+38;3.40E+38
513;QUC 3619-2020;740;26.0251;0.3638;24.559;27.1046;100;-3.40E+38;3.40E+38
514;QUC 3517-2017;740;25.7488;0.4862;24.812;27.6932;100;-3.40E+38;3.40E+38
515;QUC 3529-2017  ;751;25.3405;0.257;24.5155;26.2575;100;-3.40E+38;3.40E+38
516;QUC 4596-2021;750;26.5625;0.2963;25.4076;28.0464;100;-3.40E+38;3.40E+38
517;QUC 3603-2020;740;25.9741;0.3172;25.2737;27.1857;100;-3.40E+38;3.40E+38
518;QUC 3648-2020;740;25.7061;0.3223;24.9095;26.9541;100;-3.40E+38;3.40E+38
519;QUC 4547-2021;751;26.4146;0.5658;25.4757;30.5969;100;-3.40E+38;3.40E+38
520;QUC 4344-2021;760;26.8426;0.7113;24.6345;29.7303;100;-3.40E+38;3.40E+38
521;QUC 3589-2020;760;26.3618;0.6679;24.6566;29.1186;100;-3.40E+38;3.40E+38
522;QUC 3658-2020;750;26.0644;0.4033;24.4512;26.7365;100;-3.40E+38;3.40E+38
523;QUC 3521-2020;751;26.3422;0.2414;25.6977;27.0863;100;-3.40E+38;3.40E+38
524;QUC 3210-2020;760;27.2776;0.4726;25.2795;28.289;100;-3.40E+38;3.40E+38
525;QUC 4551-2021;741;27.7173;0.5648;25.8007;30.7124;100;-3.40E+38;3.40E+38
526;QUC 3306-2019;741;26.7733;0.4701;25.5018;27.5867;100;-3.40E+38;3.40E+38
527;QUC 4545-2021;760;26.8054;0.3223;25.4151;28.6308;100;-3.40E+38;3.40E+38
528;QUC 3418-2020;751;25.8236;0.461;24.4722;26.8736;100;-3.40E+38;3.40E+38
529;QUC 3598-2020;750;26.4563;0.5459;24.8591;27.4553;100;-3.40E+38;3.40E+38
530;QUC 3534-2020;760;26.446;0.4842;24.9077;28.2623;100;-3.40E+38;3.40E+38
531;QUC 3526-2017  ;760;26.697;0.4677;25.4621;28.2059;100;-3.40E+38;3.40E+38
532;QUC 3622-2021;751;26.6493;0.3291;25.6578;27.9701;100;-3.40E+38;3.40E+38
533;QUC 3631-2020;740;26.6568;0.5087;24.9684;27.9611;100;-3.40E+38;3.40E+38
534;QUC 4597-2021;740;26.3684;0.3113;25.2555;27.3064;100;-3.40E+38;3.40E+38
535;QUC 4454-2021;750;27.2575;0.4313;24.773;29.0132;100;-3.40E+38;3.40E+38
536;QUC 3409-2020;751;26.6839;0.4641;25.7727;28.7965;100;-3.40E+38;3.40E+38
537;QUC 3562-2020;740;27.9363;0.8692;25.7704;32.0194;100;-3.40E+38;3.40E+38
538;QUC 3517-2022;740;28.0238;1.0606;25.8673;31.0799;100;-3.40E+38;3.40E+38
539;QUC 3524-2022;740;27.1273;0.8883;24.6385;31.7292;100;-3.40E+38;3.40E+38
