Genotipo,Caracteristica,Ambient Humidity,Ambient Pressure,Ambient Temperature,ECS_tau,ECSt mAU,FmPrime,FoPrime,Fs,FvP_over_FmP,gH+,kP700,leaf angle,Leaf Temperature,Leaf Temperature Differenial,Leaf Temperature Differential,leaf_thickness,LEF,Light Intensity (PAR),NPQt,P700_DIRK_ampl,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,qL,SPAD,tP700,v_initial_P700,vH+,Longitude,Estado Fenológico,Chl,Flav,Anth,NBI,temp,Valor,Intensity,Hue,Saturation,Lightness,a*,b*,u*,v*,GA,GGA,CSI,Area,Mean,Min,Max
QUC 3401-2020,Senescencia normal,28.4209,988.62305,33.94,0.0052,0.00055,1924.72,1511.0,1803.0,0.215,193.671,137.2446,10223.0,34.01,0.07,0.07,0.13,78.6,2772.479,16.823,0.00136,0.063,0.053,0.884,1938.0,0.105,0.008,0.888,0.247,45.012,0.0073,0.1866527,0.107,-716330618.0,1.0,36957.0,1826.0,0.265,20.24,35.06,0.45,0.33188182,41.17305,0.26194978,38.647522,-0.8741181,22.35865,8.973291,23.08563,0.040743454,0.0,100.0,559.0,36.8063,33.6551,42.8884
QUC 3401-2020,Senescencia normal,28.9209,988.29974,32.93,0.0157,-0.00111,1607.51,1122.0,1403.67,0.302,63.661,163.478,1.35,31.81,-1.12,-1.12,0.17,150.78,2638.389,10.278,0.00172,0.127,0.077,0.796,2.31,1.51,-0.155,-0.355,0.336,66.444,0.0061,0.2811822,-0.071,,1.0,30724.0,2032.0,0.25,15.12,35.16,0.54,0.35319725,45.162342,0.27631313,41.552876,-2.4414496,24.812326,7.972974,26.185421,0.074150268,0.0,100.0,576.0,36.7815,33.9645,41.2616
QUC 3401-2020,Senescencia normal,26.21289,987.45984,33.17,0.0196,-0.00064,1578.19,1070.0,1378.0,0.322,50.948,170.566,11023.0,33.23,0.06,0.06,0.15,118.65,2076.059,9.275,0.00155,0.127,0.085,0.788,2834.0,0.207,0.084,0.709,0.306,59.394,0.0059,0.2643773,-0.033,,1.0,38.97,1764.0,0.192,22.09,35.19,0.45,0.33188182,41.17305,0.26194978,38.647522,-0.8741181,22.35865,8.973291,23.08563,0.040743454,0.0,100.0,559.0,36.8063,33.6551,42.8884
QUC 3401-2020,Senescencia normal,26.58008,993.11755,28.76,0.0128,0.00056,1571.22,1040.0,1270.67,0.338,77.992,80.9323,8284.0,29.69,0.93,0.93,0.16,91.89,1069.088,8.554,0.00146,0.191,0.085,0.724,2726.0,0.143,0.174,0.684,0.463,52.933,0.0124,0.1181612,0.044,-718819407.0,2.0,32873.0,2011.0,0.297,16.34,29.64,0.5,0.4905686,131.74832,0.054250777,54.662468,-12.082671,12.432184,-10.193924,17.563375,0.928686869,0.87020202,6.297585382,594.0,31.3968,26.8896,40.356
QUC 3401-2020,Senescencia normal,27.85254,993.3783,29.64,0.003,0.00036,1553.85,897.0,1323.33,0.423,329.298,153.7605,6432.0,26.93,-2.71,-2.71,0.2,99.42,1492.784,5.664,0.00029,0.148,0.128,0.724,-0.051,-0.508,14.29,-12782.0,0.238,74.64,0.0065,0.0445905,0.119,-7228236.0,2.0,27906.0,1924.0,0.337,14.5,29.76,0.47,0.53181475,107.27824,0.06431472,59.57301,-13.284801,16.80402,-10.004549,23.303408,0.965891473,0.873385013,9.577314072,594.0,33.2942,30.7741,37.5413
QUC 3401-2020,Senescencia normal,28.34473,993.09607,27.66,0.0209,0.00129,1533.48,1104.0,1351.67,0.28,47.768,887.975,3.18,25.87,-1.79,-1.79,0.18,90.16,1683.597,11.544,0.00197,0.119,0.07,0.811,4732.0,0.391,0.695,-0.085,0.346,51.083,0.0113,0.1749311,0.062,-718819407.0,2.0,39591.0,1781.0,0.249,22.23,29.79,0.5,0.4905686,131.74832,0.054250777,54.662468,-12.082671,12.432184,-10.193924,17.563375,0.928686869,0.87020202,6.297585382,594.0,31.3968,26.8896,40.356
QUC 3401-2020,Senescencia normal,25.20215,993.38971,31.17,0.0111,0.00176,3899.01,2298.0,3375.0,0.411,90.109,147.3135,3373.0,28.75,-2.42,-2.42,0.09,104.08,1726.002,6.004,0.0017,0.134,0.124,0.742,2447.0,0.15,0.095,0.755,0.223,66.501,0.0068,0.250433,0.159,-7228206333333330.0,2.0,11543.0,1472.0,0.475,7.84,29.62,0.47,0.53181475,107.27824,0.06431472,59.57301,-13.284801,16.80402,-10.004549,23.303408,0.965891473,0.873385013,9.577314072,594.0,33.2942,30.7741,37.5413
QUC 3401-2020,Senescencia normal,19.95703,992.89056,35.82,0.008,0.00094,2326.71,1795.0,2159.33,0.229,124.619,106.2946,12564.0,37.69,1.87,1.87,0.07,63.84,1970.413,15.474,0.00104,0.072,0.056,0.872,1.497,0.232,-0.071,0.839,0.262,60.565,0.0094,0.1105464,0.117,-72282115.0,3.0,25345.0,1829.0,0.318,13.86,38.05,0.48,0.36368823,37.975086,0.27944726,42.197567,0.80569553,24.909096,12.691705,25.795149,0.000422,0.0,100.0,492.0,40.625,36.52,45.056
QUC 3401-2020,Senescencia normal,18.44434,992.59595,35.2,-172564069.0,0.00023,536.49,502.0,507.33,0.064,0.0,120.59596,14755.0,37.53,2.33,2.33,0.25,33.39,1374.015,70.019,0.00015,0.054,0.013,0.932,2.898,-0.183,1254.0,-0.07,0.836,12.149,0.0008,0.1808939,0.0,-716334748.0,3.0,28595.0,2002.0,0.447,14.29,30.63,0.42,0.38607225,40.74924,0.31284714,45.364674,-0.054536685,28.78688,13.25607,30.017462,0.002816108,0.0,100.0,531.0,42.16,39.258,45.136
QUC 3401-2020,Senescencia normal,20.40234,992.6037,36.76,0.0139,0.00116,1894.6,1539.0,1771.67,0.188,72.168,93.6568,9678.0,37.65,0.89,0.89,0.21,30.63,1047.058,20.12,0.00067,0.065,0.044,0.891,0.768,0.434,-0.16,0.726,0.3,47.687,0.0107,0.0627501,0.084,-7228245166666660.0,3.0,38259.0,1831.0,0.245,20.9,30.71,0.48,0.36368823,37.975086,0.27944726,42.197567,0.80569553,24.909096,12.691705,25.795149,0.000422,0.0,100.0,492.0,40.625,36.52,45.056
QUC 3401-2020,Senescencia normal,18.44141,992.27765,35.14,18425.0,0.02279,1414.3,936.0,1196.0,0.338,0.543,96.6393,15878.0,36.95,1.81,1.81,0.24,53.58,773.116,8.55,0.00058,0.154,0.089,0.757,1.688,0.155,0.449,0.395,0.357,51.109,0.0103,0.0560508,0.012,-716334748.0,3.0,27065.0,1597.0,0.311,16.95,37.9,0.42,0.38607225,40.74924,0.31284714,45.364674,-0.054536685,28.78688,13.25607,30.017462,0.002816108,0.0,100.0,531.0,42.16,39.258,45.136
QUC 3401-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.16,0.51643753,28.691612,0.22869074,57.114056,5.622067,27.227932,22.641958,30.141901,0.0,0.0,,462.0,47.4497,43.2668,54.1789
QUC 3401-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15073.0,,,,34.33,0.13,0.52228963,26.337866,0.21501398,57.318436,6.559801,25.973558,23.569574,28.764254,0.0,0.0,,472.0,45.25,39.3154,53.3445
QUC 3401-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14980.0,,0.286,,31.59,0.16,0.51643753,28.691612,0.22869074,57.114056,5.622067,27.227932,22.641958,30.141901,0.0,0.0,,462.0,47.4497,43.2668,54.1789
QUC 3401-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10990.0,1184.0,,9.28,31.5,0.13,0.52228963,26.337866,0.21501398,57.318436,6.559801,25.973558,23.569574,28.764254,0.0,0.0,,472.0,45.25,39.3154,53.3445
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28908.0,1.94,0.27,14.9,35.49,0.34,0.3414693,46.564133,0.25705564,40.067165,-2.9980254,23.007885,6.4123282,24.393312,0.033767442,0.0,100.0,585.0,35.7318,33.5671,38.7791
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,37691.0,1764.0,0.228,21.37,35.52,0.58,0.33660913,45.973995,0.2708786,39.64475,-2.7275608,23.608313,6.963915,24.737528,0.053272039,0.0,100.0,594.0,35.2555,32.9614,40.3702
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,42956.0,1692.0,0.25,25.39,34.21,0.56,0.47295585,33.62954,0.2687767,53.577415,3.5902328,29.282831,19.953466,31.75,0.0,0.0,,435.0,39.9958,35.7899,42.9088
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50386.0,1715.0,0.218,29.37,34.17,0.6,0.3866484,48.019154,0.2776721,45.591534,-3.8069634,27.02948,7.209929,29.373243,0.060262089,0.0,100.0,594.0,35.6131,32.7498,39.7883
QUC 3409-2020,Stay green,25.55957,988.60553,34.76,0.006,0.00083,2422.42,1859.0,2268.67,0.233,166.07,145.5076,5925.0,33.89,-0.87,-0.87,0.14,81.64,2879.794,15.102,0.00173,0.063,0.058,0.878,2399.0,0.195,-0.066,0.871,0.224,67.943,0.0069,0.2517281,0.138,-7228208166666660.0,1.0,43.72,1609.0,0.212,27.17,33.76,0.34,0.3414693,46.564133,0.25705564,40.067165,-2.9980254,23.007885,6.4123282,24.393312,0.033767442,0.0,100.0,585.0,35.7318,33.5671,38.7791
QUC 3409-2020,Stay green,21.04785,987.94843,34.89,13912824.0,-1530164.0,1513.31,1107.0,1299.67,0.268,0.001,143.2866,6587.0,34.61,-0.28,-0.28,0.18,138.32,2179.93,12.296,0.00143,0.141,0.065,0.794,1916.0,0.528,-0.438,0.91,0.448,58.373,0.007,0.2048998,-0.015,,1.0,43853.0,1522.0,0.217,28.81,33.84,0.58,0.33660913,45.973995,0.2708786,39.64475,-2.7275608,23.608313,6.963915,24.737528,0.053272039,0.0,100.0,594.0,35.2555,32.9614,40.3702
QUC 3409-2020,Stay green,26.22852,988.20544,33.43,0.0115,-0.00032,1341.18,1026.0,1201.33,0.235,87.152,131.5477,2749.0,32.55,-0.88,-0.88,0.17,122.61,2619.932,14.886,0.00159,0.104,0.056,0.839,2744.0,0.196,0.06,0.744,0.379,63.553,0.0076,0.2091608,-0.028,,1.0,36783.0,1495.0,0.241,24.6,29.83,0.56,0.47295585,33.62954,0.2687767,53.577415,3.5902328,29.282831,19.953466,31.75,0.0,0.0,,435.0,39.9958,35.7899,42.9088
QUC 3409-2020,Stay green,19.96973,988.1701,34.99,0.0057,0.00098,2639.52,1954.0,2344.0,0.26,174.533,177.7013,13256.0,34.43,-0.56,-0.56,0.14,111.73,2216.96,12.91,0.00142,0.112,0.064,0.824,2753.0,0.201,0.357,0.442,0.359,66.456,0.0056,0.2523358,0.171,-7228252.0,1.0,47107.0,1549.0,0.199,30.41,29.68,0.6,0.3866484,48.019154,0.2776721,45.591534,-3.8069634,27.02948,7.209929,29.373243,0.060262089,0.0,100.0,594.0,35.6131,32.7498,39.7883
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,43548.0,1728.0,0.261,25.2,24.86,0.51,0.646207,71.370224,0.05082333,69.09578,-7.249849,15.509389,-2.007587,21.465143,0.802894057,0.201550388,74.89701339,596.0,35.8728,32.175,40.3629
QUC 3409-2020,Stay green,25.92383,993.12,28.56,0.0094,-0.00115,2783.11,1218.0,1904.33,0.562,106.592,122.1658,16196.0,25.57,-2.99,-2.99,0.44,96.61,679.363,2.798,0.00071,0.316,0.18,0.504,4429.0,0.343,0.466,0.19,0.359,57.428,0.0082,0.0867377,-0.123,-718819407.0,2.0,46375.0,1790.0,0.221,25.91,24.85,0.54,0.6018937,93.72041,0.05423999,65.546684,-10.19373,16.042017,-6.0480676,22.392672,0.967979798,0.772121212,20.23374726,576.0,30.4159,28.178,33.9211
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,33322.0,1984.0,0.285,16.79,31.21,0.37,0.53270906,116.83609,0.035227776,58.601418,-10.654524,13.22762,-7.9610977,18.56775,0.98716792,0.869072682,11.96303443,585.0,29.3909,26.5637,33.6343
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,39770.0,1738.0,0.255,22.88,31.25,0.56,0.5085475,101.973335,0.07596415,57.359764,-12.97552,17.341698,-9.288008,23.614037,0.990025445,0.937201018,5.335663617,594.0,29.6089,26.8892,36.9869
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30358.0,1938.0,0.32,15.67,30.71,0.51,0.646207,71.370224,0.05082333,69.09578,-7.249849,15.509389,-2.007587,21.465143,0.802894057,0.201550388,74.89701339,596.0,35.8728,32.175,40.3629
QUC 3409-2020,Stay green,25.66113,993.42163,29.88,0.0071,0.00114,2953.07,1843.0,2367.0,0.376,141.103,162.5364,9227.0,27.57,-2.31,-2.31,0.12,119.62,1342.512,7.102,0.00104,0.198,0.099,0.703,0.939,0.423,-1394.0,1971.0,0.411,57.58,0.0062,0.1690379,0.161,-72282365.0,2.0,43118.0,1819.0,0.257,23.7,30.7,0.54,0.6018937,93.72041,0.05423999,65.546684,-10.19373,16.042017,-6.0480676,22.392672,0.967979798,0.772121212,20.23374726,576.0,30.4159,28.178,33.9211
QUC 3409-2020,Stay green,25.31641,993.2243,29.86,0.0089,-0.00291,2311.7,1236.0,1902.33,0.465,112.883,9+AC25,13812.0,28.31,-1.55,-1.55,0.24,111.48,1399.567,4.607,0.0013,0.177,0.147,0.676,6549.0,0.161,0.528,0.311,0.247,67.199,0.0061,0.2141218,-0.328,-718819407.0,2.0,13253.0,1202.0,0.396,11.02,29.56,0.37,0.53270906,116.83609,0.035227776,58.601418,-10.654524,13.22762,-7.9610977,18.56775,0.98716792,0.869072682,11.96303443,585.0,29.3909,26.5637,33.6343
QUC 3409-2020,Stay green,25.06641,993.48706,30.9,0.0141,0.00186,2170.17,1880.0,2071.33,0.134,70.936,9,10988.0,28.93,-1.97,-1.97,0.13,58.04,2804.093,30.618,0.00218,0.046,0.03,0.924,1989.0,0.168,-0.121,0.954,0.309,49.397,0.0153,0.1427819,0.132,-7228259166666660.0,2.0,41032.0,1570.0,0.246,26.14,29.58,0.56,0.5085475,101.973335,0.07596415,57.359764,-12.97552,17.341698,-9.288008,23.614037,0.990025445,0.937201018,5.335663617,594.0,29.6089,26.8892,36.9869
QUC 3409-2020,Stay green,17.59277,992.86249,36.75,0.0147,0.00046,2183.88,2290.0,2099.67,-0.049,68.206,66.1618,1813.0,37.57,0.82,0.82,0.07,32.39,1845.309,-106.307,0.0007,0.039,-0.009,0.971,-0.381,0.09,3.993,-3.083,-0.866,26.381,0.0151,0.0463133,0.031,-7228207.0,3.0,23063.0,1975.0,0.398,11.68,32.28,0.4,0.46932492,32.655342,0.26789755,53.078575,4.15838,28.910345,20.619396,31.182322,0.000141,0.0,100.0,390.0,43.213,40.117,45.142
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,35033.0,1663.0,0.287,21.06,32.4,0.54,0.4151757,37.674866,0.29063702,48.02632,1.345757,28.479908,15.545546,30.186167,0.000563,0.0,100.0,544.0,40.847,38.252,44.693
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,28084.0,1525.0,0.361,18.42,37.09,0.34,0.38106403,41.836365,0.27634805,44.435673,-1.0724874,26.03612,10.659329,27.689852,0.000986,0.0,100.0,525.0,40.418,37.501,44.917
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,27805.0,1551.0,0.278,17.93,37.2,0.49,0.38932586,47.65364,0.28618312,45.98663,-3.6659563,27.762655,7.711429,30.068644,0.022528865,0.0,100.0,561.0,38.422,35.784,43.958
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,32915.0,1596.0,0.249,20.62,35.49,0.4,0.46932492,32.655342,0.26789755,53.078575,4.15838,28.910345,20.619396,31.182322,0.000141,0.0,100.0,390.0,43.213,40.117,45.142
QUC 3409-2020,Stay green,16.87793,992.48846,36.3,3.1613,0.00057,1234.94,658.0,1090.67,0.467,0.316,157.354,8098.0,37.29,0.99,0.99,0.38,72.43,1375.74,4.566,0.00901,0.117,0.159,0.724,-9.984,-0.188,3.478,-2.291,0.151,31.844,0.0636,0.141776,0.0,-716334748.0,3.0,29007.0,1596.0,0.312,18.18,35.49,0.54,0.4151757,37.674866,0.29063702,48.02632,1.345757,28.479908,15.545546,30.186167,0.000563,0.0,100.0,544.0,40.847,38.252,44.693
QUC 3409-2020,Stay green,18.34473,992.38306,36.85,0.0099,0.00105,2543.27,1936.0,2023.33,0.239,101.305,95.7681,13395.0,39.13,2.28,2.28,0.11,73.36,799.136,14.558,0.00095,0.204,0.051,0.744,0.289,2.528,-5.182,3.654,0.819,56.095,0.0104,0.0909797,0.106,-72282425.0,3.0,40045.0,1721.0,0.268,23.27,28.74,0.49,0.38932586,47.65364,0.28618312,45.98663,-3.6659563,27.762655,7.711429,30.068644,0.022528865,0.0,100.0,561.0,38.422,35.784,43.958
QUC 3409-2020,Stay green,17.2627,992.10345,36.63,0.0205,0.00029,1194.2,939.0,957.33,0.214,48.709,35.0807,5617.0,37.25,0.62,0.62,0.34,57.82,648.968,16.956,0.00097,0.198,0.045,0.757,-3.223,-0.128,1.635,-0.507,0.91,46.593,0.0285,0.0340283,0.014,-716334748.0,3.0,31986.0,1970.0,0.322,16.23,28.85,0.34,0.38106403,41.836365,0.27634805,44.435673,-1.0724874,26.03612,10.659329,27.689852,0.000986,0.0,100.0,525.0,40.418,37.501,44.917
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.17,0.5499026,27.244757,0.20180607,60.072906,5.54686,25.980618,22.252628,29.455624,0.0,0.0,,480.0,45.5109,41.5798,51.5783
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,24405.0,1056.0,0.242,23.11,29.46,0.2,0.55584794,29.373684,0.2310152,61.24286,5.6615815,29.180676,24.023438,32.783936,0.0,0.0,,480.0,42.8071,39.2339,49.7082
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,16782.0,1017.0,0.407,16.49,33.3,0.11,0.52750874,27.817505,0.21670371,58.02349,5.7295065,26.516043,22.584753,29.596449,0.000161,0.0,100.0,450.0,48.662,43.2428,54.2334
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,18371.0,,,,34.94,0.13,0.56825453,29.911703,0.20601708,62.248955,4.249696,27.401066,21.065235,31.517536,0.000154,0.0,100.0,493.0,42.4889,39.2333,47.9375
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.2,0.55584794,29.373684,0.2310152,61.24286,5.6615815,29.180676,24.023438,32.783936,0.0,0.0,,480.0,42.8071,39.2339,49.7082
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15167.0,,0.429,,35.27,0.11,0.52750874,27.817505,0.21670371,58.02349,5.7295065,26.516043,22.584753,29.596449,0.000161,0.0,100.0,450.0,48.662,43.2428,54.2334
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12887.0,,,,29.71,0.13,0.56825453,29.911703,0.20601708,62.248955,4.249696,27.401066,21.065235,31.517536,0.000154,0.0,100.0,493.0,42.4889,39.2333,47.9375
QUC 3409-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.17,0.5499026,27.244757,0.20180607,60.072906,5.54686,25.980618,22.252628,29.455624,0.0,0.0,,480.0,45.5109,41.5798,51.5783
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,42301.0,1735.0,0.227,24.38,33.68,0.55,0.34414235,50.028744,0.25810218,40.62232,-4.2136726,23.50299,4.9634624,25.183615,0.112250504,9.16e-05,99.91843393,576.0,35.3684,33.0774,38.9415
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,48498.0,1707.0,0.197,28.42,33.68,0.29,0.42640713,30.475477,0.27994215,48.396023,5.5810103,27.441586,21.597393,28.499842,0.0,0.0,,439.0,41.0969,38.2063,42.9002
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,32953.0,1920.0,0.217,17.16,33.89,0.55,0.34414235,50.028744,0.25810218,40.62232,-4.2136726,23.50299,4.9634624,25.183615,0.112250504,9.16e-05,99.91843393,576.0,35.3684,33.0774,38.9415
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,36010.0,2062.0,0.216,17.46,33.83,0.29,0.42640713,30.475477,0.27994215,48.396023,5.5810103,27.441586,21.597393,28.499842,0.0,0.0,,439.0,41.0969,38.2063,42.9002
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,46166.0,1844.0,0.246,25.03,29.22,0.39,0.6040836,44.14398,0.026087046,63.97406,-4.1700525,11.302301,0.32102156,15.398923,0.338181818,0.123131313,63.59020311,572.0,36.1653,31.0747,40.4574
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,40981.0,1898.0,0.251,21.59,26.79,0.51,0.5109238,106.8293,0.056840956,57.018883,-11.727627,15.237933,-8.488503,20.963255,0.977878788,0.878787879,10.1332507,594.0,31.3948,29.2516,36.2306
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,42886.0,1949.0,0.248,22.01,26.81,0.39,0.6040836,44.14398,0.026087046,63.97406,-4.1700525,11.302301,0.32102156,15.398923,0.338181818,0.123131313,63.59020311,572.0,36.1653,31.0747,40.4574
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,42531.0,1917.0,0.246,22.18,29.21,0.51,0.5109238,106.8293,0.056840956,57.018883,-11.727627,15.237933,-8.488503,20.963255,0.977878788,0.878787879,10.1332507,594.0,31.3948,29.2516,36.2306
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,28985.0,1722.0,0.287,16.83,36.92,0.42,0.38955536,39.442448,0.30952394,45.58735,0.630042,28.612309,14.228006,29.796835,0.000704,0.0,100.0,525.0,40.431,37.554,45.154
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,36004.0,1693.0,0.292,21.26,36.88,0.31,0.43200776,30.215681,0.27497888,48.916378,5.650591,27.314678,21.724056,28.4977,0.000282,0.0,100.0,254.0,43.264,40.609,45.154
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,38708.0,1840.0,0.268,21.04,26.73,0.42,0.38955536,39.442448,0.30952394,45.58735,0.630042,28.612309,14.228006,29.796835,0.000704,0.0,100.0,525.0,40.431,37.554,45.154
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,33683.0,2109.0,0.34,15.97,26.75,0.31,0.43200776,30.215681,0.27497888,48.916378,5.650591,27.314678,21.724056,28.4977,0.000282,0.0,100.0,254.0,43.264,40.609,45.154
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1349.0,,,,34.72,0.14,0.5401986,25.357403,0.20424157,58.9196,6.805783,25.590565,23.946281,28.605787,0.000157,0.0,100.0,446.0,49.748,44.5464,54.2637
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10384.0,,,,30.64,0.16,0.5432964,28.993206,0.22821599,59.88863,5.6650457,28.349775,23.511375,31.728876,0.00047,0.0,100.0,479.0,46.019,40.6738,53.6324
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13566.0,,,,30.63,0.14,0.5401986,25.357403,0.20424157,58.9196,6.805783,25.590565,23.946281,28.605787,0.000157,0.0,100.0,446.0,49.748,44.5464,54.2637
QUC 3448-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.16,0.5432964,28.993206,0.22821599,59.88863,5.6650457,28.349775,23.511375,31.728876,0.00047,0.0,100.0,479.0,46.019,40.6738,53.6324
QUC 3454-2017,Senescencia normal,27.51465,988.21143,33.38,0.0101,-0.00066,1526.55,1023.0,1296.67,0.33,98.795,272.57,4503.0,32.55,-0.83,-0.83,0.12,176.38,2595.802,8.914,0.00123,0.151,0.086,0.764,0.487,2029.0,-3427.0,2397.0,0.36,62.311,0.0037,0.3352611,-0.065,,1.0,38785.0,1709.0,0.279,22.69,31.07,0.67,0.31142738,55.03007,0.20748532,36.4437,-4.9865456,18.875528,1.99663,20.334986,0.440837209,0.008651163,98.03756067,578.0,36.2171,33.761,42.8585
QUC 3454-2017,Senescencia normal,25.94141,988.53076,35.27,0.0059,0.00071,2498.14,2092.0,2375.33,0.163,169.781,140.5627,9879.0,34.25,-1.02,-1.02,0.2,65.63,2976.329,24.136,0.00172,0.049,0.038,0.913,3409.0,0.322,0.951,-0.272,0.266,68.438,0.0071,0.2417678,0.121,-7228216333333330.0,1.0,43151.0,1419.0,0.234,30.41,31.16,0.64,0.36304328,53.765682,0.20335096,42.211628,-5.217689,20.904501,2.727759,23.451311,0.329674419,0.002976744,99.09706546,585.0,34.4285,32.885,39.2082
QUC 3454-2017,Senescencia normal,22.08398,987.66455,32.34,0.0136,-0.00266,2045.35,1192.0,1778.0,0.417,73.503,134.5612,9944.0,32.33,-0.01,-0.01,0.13,133.03,2256.736,5.817,0.0019,0.131,0.128,0.742,2.42,0.148,-0.019,0.87,0.21,66.753,0.0074,0.2556663,-0.196,,1.0,44019.0,1398.0,0.205,31.49,32.14,0.64,0.36304328,53.765682,0.20335096,42.211628,-5.217689,20.904501,2.727759,23.451311,0.329674419,0.002976744,99.09706546,585.0,34.4285,32.885,39.2082
QUC 3454-2017,Senescencia normal,23.73828,987.92743,32.58,0.0057,0.00089,2001.22,1494.0,1770.33,0.253,174.725,223.2672,12373.0,33.03,0.45,0.45,0.14,112.81,2179.877,13.374,0.00083,0.115,0.062,0.823,1154.0,0.14,-0.209,1.07,0.384,39.732,0.0045,0.1853118,0.156,-71633053.0,1.0,47051.0,1381.0,0.188,34.08,32.21,0.67,0.31142738,55.03007,0.20748532,36.4437,-4.9865456,18.875528,1.99663,20.334986,0.440837209,0.008651163,98.03756067,578.0,36.2171,33.761,42.8585
QUC 3454-2017,Senescencia normal,27.60547,993.09888,27.44,0.0073,-0.0003,1758.35,1036.0,1349.0,0.411,136.673,185.0116,8174.0,26.53,-0.91,-0.91,0.68,145.35,1386.274,5.999,0.00108,0.233,0.11,0.658,1214.0,1204.0,-0.949,0.745,0.435,61.097,0.0054,0.1998125,-0.041,-718819407.0,2.0,49504.0,1522.0,0.219,32.52,26.41,0.57,0.54222554,129.53079,0.056384444,60.25902,-13.837815,14.203551,-11.97838,20.442041,0.98887218,0.928922306,6.062449311,594.0,29.2866,26.4367,33.6587
