Genotipo,Caracteristica,Ambient Humidity,Ambient Pressure,Ambient Temperature,ECS_tau,ECSt mAU,FmPrime,FoPrime,Fs,FvP_over_FmP,gH+,kP700,leaf angle,Leaf Temperature,Leaf Temperature Differenial,Leaf Temperature Differential,leaf_thickness,LEF,Light Intensity (PAR),NPQt,P700_DIRK_ampl,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,qL,SPAD,tP700,v_initial_P700,vH+,Longitude,Estado Fenológico,Chl,Flav,Anth,NBI,temp,Valor,Intensity,Hue,Saturation,Lightness,a*,b*,u*,v*,GA,GGA,CSI,Area,Mean,Min,Max
QUC 3454-2017,Senescencia normal,25.82031,993.46515,29.71,0.008,0.0015,3968.73,2275.0,3403.33,0.427,125.708,170.9275,11321.0,27.39,-2.32,-2.32,0.21,122.75,1920.939,5.555,0.00162,0.142,0.131,0.727,2213.0,0.229,-0.146,0.917,0.223,60.472,0.0059,0.2769026,0.189,-7228190333333330.0,2.0,34778.0,1620.0,0.313,21.47,26.37,0.59,0.5591448,143.65623,0.062306464,61.27478,-12.708042,11.730397,-11.613521,17.340925,0.989473684,0.966616541,2.310030395,585.0,28.7287,26.8566,34.699
QUC 3454-2017,Senescencia normal,25.55273,993.54303,31.17,0.0074,0.00143,3180.54,2099.0,2743.0,0.34,134.545,176.2255,2021.0,29.37,-1.8,-1.8,0.09,133.61,2151.564,8.471,0.00137,0.138,0.091,0.771,2315.0,0.217,0.053,0.73,0.31,65.347,0.0057,0.2414289,0.192,-72282145.0,2.0,35673.0,1816.0,0.291,19.65,27.82,0.57,0.54222554,129.53079,0.056384444,60.25902,-13.837815,14.203551,-11.97838,20.442041,0.98887218,0.928922306,6.062449311,594.0,29.2866,26.4367,33.6587
QUC 3454-2017,Senescencia normal,26.7168,993.26758,28.41,0.0078,-0.00213,2331.04,1199.0,1879.0,0.486,127.837,172.9388,4077.0,28.17,-0.24,-0.24,0.28,173.81,1990.919,4.169,0.00158,0.194,0.156,0.65,1685.0,0.235,-0.846,1611.0,0.255,58.866,0.0058,0.2732433,-0.272,-718819407.0,2.0,38042.0,1500.0,0.247,25.37,27.78,0.59,0.5591448,143.65623,0.062306464,61.27478,-12.708042,11.730397,-11.613521,17.340925,0.989473684,0.966616541,2.310030395,585.0,28.7287,26.8566,34.699
QUC 3454-2017,Senescencia normal,17.39453,992.82263,36.37,0.0065,0.00081,2473.71,1930.0,2216.0,0.22,153.63,130.0969,11183.0,37.73,1.36,1.36,0.18,89.65,1915.689,16.322,0.00089,0.104,0.052,0.844,4.31,0.113,0.631,0.256,0.413,57.115,0.0077,0.1157862,0.124,-7228205833333330.0,3.0,38397.0,1504.0,0.259,25.53,35.78,0.5,0.36591998,41.723965,0.27139556,42.662647,-1.0384357,24.862387,10.085997,26.238922,0.014784568,0.0,100.0,523.0,38.736,36.22,44.944
QUC 3454-2017,Senescencia normal,18.84766,992.67072,36.53,0.01,0.00168,2933.29,2328.0,2633.67,0.206,100.409,110.7548,9802.0,38.15,1.62,1.62,0.13,82.56,1798.721,17.769,0.00162,0.102,0.048,0.85,2.352,0.195,-0.212,1.016,0.438,67.697,0.009,0.1794228,0.169,-7228214166666660.0,3.0,39303.0,1417.0,0.243,27.73,35.16,0.46,0.35727635,45.887005,0.25274837,41.767788,-2.8420405,23.50178,6.9537086,25.20597,0.004224162,0.0,100.0,508.0,40.871,37.572,45.117
QUC 3454-2017,Senescencia normal,19.1709,992.33752,35.74,0.0059,-0.00049,2019.8,1199.0,1463.33,0.406,169.094,171.3493,8961.0,36.95,1.21,1.21,0.23,105.98,853.336,6.129,0.00087,0.276,0.102,0.623,-0.556,-2.872,0.304,3.569,0.555,61.393,0.0058,0.1490739,-0.083,-716334748.0,3.0,33987.0,1791.0,0.281,18.97,35.14,0.5,0.36591998,41.723965,0.27139556,42.662647,-1.0384357,24.862387,10.085997,26.238922,0.014784568,0.0,100.0,523.0,38.736,36.22,44.944
QUC 3454-2017,Senescencia normal,17.42676,992.52167,35.75,0.0074,-0.00032,1650.79,1174.0,1312.0,0.289,135.224,131.6218,7621.0,37.81,2.06,2.06,0.39,107.2,1162.017,11.016,0.00084,0.205,0.066,0.729,1.555,1.502,-0.054,-0.448,0.636,59.888,0.0076,0.1105623,-0.043,-716334748.0,3.0,35962.0,1416.0,0.255,25.39,35.77,0.46,0.35727635,45.887005,0.25274837,41.767788,-2.8420405,23.50178,6.9537086,25.20597,0.004224162,0.0,100.0,508.0,40.871,37.572,45.117
QUC 3454-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.28,0.54200715,29.39047,0.20267487,59.500656,4.219342,26.026606,20.13232,29.690851,0.000154,0.0,100.0,496.0,44.8838,39.6997,51.227
QUC 3454-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9654.0,1563.0,0.617,6.17,35.56,0.21,0.5113335,27.844975,0.21781498,56.381996,5.607291,25.974092,21.974333,28.802761,0.000155,0.0,100.0,494.0,44.1176,39.3693,54.03
QUC 3454-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.28,0.54200715,29.39047,0.20267487,59.500656,4.219342,26.026606,20.13232,29.690851,0.000154,0.0,100.0,496.0,44.8838,39.6997,51.227
QUC 3454-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15172.0,,,,34.02,0.21,0.5113335,27.844975,0.21781498,56.381996,5.607291,25.974092,21.974333,28.802761,0.000155,0.0,100.0,494.0,44.1176,39.3693,54.03
QUC 3492-2018,Stay green,26.76172,988.58752,34.27,0.0072,0.00091,2090.78,1567.0,1942.67,0.251,138.841,140.9709,7331.0,34.25,-0.02,-0.02,0.12,93.29,2919.742,13.599,0.00141,0.071,0.064,0.866,1793.0,0.143,-0.114,0.971,0.228,49.32,0.0071,0.198769,0.126,-7228223.0,1.0,34614.0,1451.0,0.216,23.86,33.65,0.54,0.40315327,39.840973,0.2995957,47.022976,0.25822333,28.73861,13.902212,30.366747,0.0,0.0,,557.0,38.8438,36.1409,42.6834
QUC 3492-2018,Stay green,26.5861825,988.0541675,33.375,0.006875,0.0004625,1981.66,1415.5,1781.165,0.28525,-696.50925,143.7344,4140.725,33.19,-0.18500000000000003,-0.18500000000000003,0.1575,122.19,2669.1635,11.33925,0.001545,0.10325,0.07325,0.824,1255.38275,2736.743,-1897.33425,-288.20950000000005,0.28525,57.75775,0.006225,0.257140125,-0.056499999999999995,-39755099.0,1.0,38492.0,1641.0,0.193,23.46,33.7,0.44,0.33276534,55.600395,0.27729,39.9406,-6.032872,24.588099,2.8120017,26.2514,0.395162791,0.001581395,99.59981168,585.0,35.7739,33.5004,40.1223
QUC 3492-2018,Stay green,26.5861825,988.0541675,33.375,0.006875,0.0004625,1981.66,1415.5,1781.165,0.28525,-696.50925,238.5091,4140.725,33.19,-0.18500000000000003,-0.18500000000000003,0.1575,122.19,2669.1635,11.33925,0.001545,0.10325,0.07325,0.824,1255.38275,2736.743,-1897.33425,-288.20950000000005,0.28525,57.75775,0.006225,0.257140125,-0.056499999999999995,-39755099.0,1.0,34064.0,1841.0,0.257,18.5,32.8,0.68,0.34479174,46.237637,0.26081496,40.473354,-2.8663259,23.409447,6.7748346,24.81052,0.075155984,0.0,100.0,594.0,34.3323,31.8668,39.1599
QUC 3492-2018,Stay green,26.5861825,988.0541675,33.375,0.006875,0.0004625,1981.66,1415.5,1781.165,0.28525,-696.50925,140.9709,4140.725,33.19,-0.18500000000000003,-0.18500000000000003,0.1575,122.19,2669.1635,11.33925,0.001545,0.10325,0.07325,0.824,1255.38275,2736.743,-1897.33425,-288.20950000000005,0.28525,57.75775,0.006225,0.257140125,-0.056499999999999995,-39755099.0,1.0,40913.0,1621.0,0.235,25.23,33.45,0.54,0.40315327,39.840973,0.2995957,47.022976,0.25822333,28.73861,13.902212,30.366747,0.0,0.0,,557.0,38.8438,36.1409,42.6834
QUC 3492-2018,Stay green,26.5861825,988.0541675,33.375,0.006875,0.0004625,1981.66,1415.5,1781.165,0.28525,-696.50925,151.7098,4140.725,33.19,-0.18500000000000003,-0.18500000000000003,0.1575,122.19,2669.1635,11.33925,0.001545,0.10325,0.07325,0.824,1255.38275,2736.743,-1897.33425,-288.20950000000005,0.28525,57.75775,0.006225,0.257140125,-0.056499999999999995,-39755099.0,1.0,40529.0,1519.0,0.233,26.68,33.49,0.44,0.33276534,55.600395,0.27729,39.9406,-6.032872,24.588099,2.8120017,26.2514,0.395162791,0.001581395,99.59981168,585.0,35.7739,33.5004,40.1223
QUC 3492-2018,Stay green,26.95703,987.81873,33.04,0.0078,0.0011,3012.26,2101.0,2690.33,0.303,128.885,143.7344,20.9,33.03,-0.01,-0.01,0.17,135.43,2812.638,10.251,0.00182,0.107,0.079,0.814,0.531,7114.0,-7589.0,1475.0,0.276,66.564,0.007,0.2615966,0.142,-72281975.0,1.0,40656.0,1943.0,0.275,20.92,32.86,0.6,0.41825143,43.22127,0.28555745,48.825825,-1.7206203,28.899279,11.237122,31.37978,0.03172093,0.0,100.0,593.0,37.0578,34.2728,42.7635
QUC 3492-2018,Stay green,25.0293,987.52966,33.06,0.0128,-0.00031,1484.64,1040.0,1295.33,0.299,78.277,238.5091,3637.0,33.03,-0.03,-0.03,0.2,133.96,2325.691,10.414,0.00139,0.128,0.076,0.796,1227.0,3832.0,-0.203,-2629.0,0.342,61.284,0.0042,0.3315276,-0.024,,1.0,40.93,1502.0,0.212,27.24,31.57,0.68,0.34479174,46.237637,0.26081496,40.473354,-2.8663259,23.409447,6.7748346,24.81052,0.075155984,0.0,100.0,594.0,34.3323,31.8668,39.1599
QUC 3492-2018,Stay green,27.59668,988.28076,33.13,-0.0003,0.00015,1338.96,954.0,1196.33,0.288,-3132.04,151.7098,5574.0,32.45,-0.68,-0.68,0.14,126.08,2618.583,11.093,0.00156,0.107,0.074,0.82,2001.0,0.829,-0.02,0.191,0.295,53.863,0.0066,0.2366673,-0.47,,1.0,35821.0,1748.0,0.289,20.5,31.51,0.6,0.41825143,43.22127,0.28555745,48.825825,-1.7206203,28.899279,11.237122,31.37978,0.03172093,0.0,100.0,593.0,37.0578,34.2728,42.7635
QUC 3492-2018,Stay green,26.783935,993.3008275,29.1575,0.17197500000000002,0.0017175,2678.8625,1571.25,2180.75,0.40549999999999997,81.43950000000001,121.0809,5507.75,27.72,-1.4375,-1.4375,0.1675,95.485,1145.2282500000001,6.5925,0.0012950000000000001,0.18875,0.1175,0.694,2290.75,0.20700000000000002,0.0465,0.7464999999999999,0.35275,55.10525,0.010875,0.144152675,0.037,-395550761.0,2.0,36547.0,1757.0,0.262,20.8,25.46,0.57,0.52486724,98.470604,0.06946415,58.584297,-11.689685,16.642845,-7.8260155,22.720318,0.95800995,0.847164179,11.57041961,576.0,28.9253,25.8914,33.6057
QUC 3492-2018,Stay green,26.783935,993.3008275,29.1575,0.17197500000000002,0.0017175,2678.8625,1571.25,2180.75,0.40549999999999997,81.43950000000001,146.9292,5507.75,27.72,-1.4375,-1.4375,0.1675,95.485,1145.2282500000001,6.5925,0.0012950000000000001,0.18875,0.1175,0.694,2290.75,0.20700000000000002,0.0465,0.7464999999999999,0.35275,55.10525,0.010875,0.144152675,0.037,-395550761.0,2.0,33594.0,1670.0,0.288,20.11,29.47,0.43,0.5987204,91.60981,0.07539159,66.0073,-11.982779,18.753962,-7.3518662,25.96155,0.971442786,0.831542289,14.40131107,594.0,29.2546,26.6357,34.5541
QUC 3492-2018,Stay green,26.783935,993.3008275,29.1575,0.17197500000000002,0.0017175,2678.8625,1571.25,2180.75,0.40549999999999997,81.43950000000001,49.4376,5507.75,27.72,-1.4375,-1.4375,0.1675,95.485,1145.2282500000001,6.5925,0.0012950000000000001,0.18875,0.1175,0.694,2290.75,0.20700000000000002,0.0465,0.7464999999999999,0.35275,55.10525,0.010875,0.144152675,0.037,-395550761.0,2.0,37747.0,1942.0,0.304,19.44,25.42,0.53,0.63270885,93.915955,0.050744534,68.459526,-10.254723,16.185303,-6.0850387,22.813314,0.959097744,0.662957393,30.87697293,594.0,30.0419,26.3752,35.7818
QUC 3492-2018,Stay green,26.783935,993.3008275,29.1575,0.17197500000000002,0.0017175,2678.8625,1571.25,2180.75,0.40549999999999997,81.43950000000001,122.3715,5507.75,27.72,-1.4375,-1.4375,0.1675,95.485,1145.2282500000001,6.5925,0.0012950000000000001,0.18875,0.1175,0.694,2290.75,0.20700000000000002,0.0465,0.7464999999999999,0.35275,55.10525,0.010875,0.144152675,0.037,-395550761.0,2.0,41608.0,1484.0,0.24,28.04,28.99,0.51,0.5599594,78.57495,0.08794218,61.899906,-9.634746,18.530926,-4.0566573,24.828718,0.918358974,0.442974359,51.76457449,612.0,32.6576,29.135,37.6397
QUC 3492-2018,Stay green,27.49023,993.15894,27.95,0.0093,-0.00178,2672.02,1264.0,2044.67,0.527,107.293,121.0809,8118.0,25.95,-2.0,-2.0,0.3,110.71,1046.886,3.381,0.00115,0.235,0.175,0.591,2996.0,0.299,0.075,0.626,0.275,56.768,0.0083,0.139243,-0.191,-718819407.0,2.0,40945.0,1679.0,0.246,24.38,29.05,0.43,0.5987204,91.60981,0.07539159,66.0073,-11.982779,18.753962,-7.3518662,25.96155,0.971442786,0.831542289,14.40131107,594.0,29.2546,26.6357,34.5541
QUC 3492-2018,Stay green,27.0957,993.47437,29.67,0.0085,0.00158,3418.61,2025.0,2876.33,0.408,118.093,146.9292,6564.0,26.93,-2.74,-2.74,0.1,111.47,1557.986,6.091,0.0015,0.159,0.119,0.723,2756.0,0.134,0.18,0.686,0.274,58.377,0.0068,0.2203938,0.187,-72282105.0,2.0,15226.0,1862.0,0.436,8.18,30.62,0.53,0.63270885,93.915955,0.050744534,68.459526,-10.254723,16.185303,-6.0850387,22.813314,0.959097744,0.662957393,30.87697293,594.0,30.0419,26.3752,35.7818
QUC 3492-2018,Stay green,26.19727,993.44421,30.19,0.0101,0.00146,2980.91,1866.0,2470.33,0.374,98.857,122.3715,2606.0,28.67,-1.52,-1.52,0.1,82.74,1075.192,7.168,0.00126,0.171,0.101,0.727,1634.0,0.084,-0.066,0.982,0.346,44.572,0.0082,0.1541881,0.144,-72282125.0,2.0,8439.0,1303.0,0.378,6.47,30.57,0.57,0.52486724,98.470604,0.06946415,58.584297,-11.689685,16.642845,-7.8260155,22.720318,0.95800995,0.847164179,11.57041961,576.0,28.9253,25.8914,33.6057
QUC 3492-2018,Stay green,26.35254,993.12579,28.82,0.66,0.00561,1643.91,1130.0,1331.67,0.313,1.515,49.4376,4743.0,29.33,0.51,0.51,0.17,77.02,900.849,9.73,0.00127,0.19,0.075,0.735,1777.0,0.311,-0.003,0.692,0.516,60.704,0.0202,0.0627858,0.008,-718819407.0,2.0,25030.0,1598.0,0.354,15.66,29.47,0.51,0.5599594,78.57495,0.08794218,61.899906,-9.634746,18.530926,-4.0566573,24.828718,0.918358974,0.442974359,51.76457449,612.0,32.6576,29.135,37.6397
QUC 3492-2018,Stay green,18.31885,992.6522825,36.0475,0.0068249999999999995,0.000835,1335.9225,929.5,1163.9175,0.3565,213.75549999999998,90.89331,10746.2375,37.28,1.2325,1.2325,0.3125,77.9025,1490.1045,10.1575,0.0007725000000000001,0.135,0.11224999999999999,0.7525,1.038,-0.015250000000000007,0.22549999999999998,0.7895,0.305,59.00975,0.007424999999999999,0.11289095,0.17425000000000002,-1807053792904567.8,3.0,41216.0,1690.0,0.234,24.38,26.07,0.43,0.4017795,40.69226,0.29996383,46.954945,-0.19008684,28.77449,13.244195,30.47064,0.000563,0.0,100.0,522.0,40.641,37.925,44.934
QUC 3492-2018,Stay green,18.31885,992.6522825,36.0475,0.0068249999999999995,0.000835,1335.9225,929.5,1163.9175,0.3565,213.75549999999998,870.691,10746.2375,37.28,1.2325,1.2325,0.3125,77.9025,1490.1045,10.1575,0.0007725000000000001,0.135,0.11224999999999999,0.7525,1.038,-0.015250000000000007,0.22549999999999998,0.7895,0.305,59.00975,0.007424999999999999,0.11289095,0.17425000000000002,-1807053792904567.8,3.0,25726.0,1558.0,0.327,16.51,31.06,0.47,0.37016273,36.496643,0.2966777,42.98843,1.9325006,26.286957,14.942064,26.91922,0.000282,0.0,100.0,450.0,42.46,38.83,45.156
QUC 3492-2018,Stay green,18.31885,992.6522825,36.0475,0.0068249999999999995,0.000835,1335.9225,929.5,1163.9175,0.3565,213.75549999999998,105.2072,10746.2375,37.28,1.2325,1.2325,0.3125,77.9025,1490.1045,10.1575,0.0007725000000000001,0.135,0.11224999999999999,0.7525,1.038,-0.015250000000000007,0.22549999999999998,0.7895,0.305,59.00975,0.007424999999999999,0.11289095,0.17425000000000002,-1807053792904567.8,3.0,26554.0,1743.0,0.329,15.24,31.2,0.48,0.3767445,41.665398,0.26955044,43.851864,-1.0551144,25.296873,10.347375,26.910116,0.002675303,0.0,100.0,498.0,40.378,36.36,45.103
QUC 3492-2018,Stay green,18.31885,992.6522825,36.0475,0.0068249999999999995,0.000835,1335.9225,929.5,1163.9175,0.3565,213.75549999999998,132313.0,10746.2375,37.28,1.2325,1.2325,0.3125,77.9025,1490.1045,10.1575,0.0007725000000000001,0.135,0.11224999999999999,0.7525,1.038,-0.015250000000000007,0.22549999999999998,0.7895,0.305,59.00975,0.007424999999999999,0.11289095,0.17425000000000002,-1807053792904567.8,3.0,35097.0,1445.0,0.267,24.29,33.94,0.45,0.4094049,37.160034,0.29855746,47.43602,1.7910477,28.693514,16.219845,30.121065,0.000422,0.0,100.0,534.0,41.574,37.385,45.137
QUC 3492-2018,Stay green,16.83301,992.45752,35.74,0.0022,0.00084,58.07,24.0,47.0,0.587,457.813,90.89331,6967.0,36.17,0.43,0.43,0.37,106.73,1241.728,2.438,0.00015,0.191,0.235,0.574,-1.504,-0.234,1.43,-0.196,0.166,94.16,0.0011,0.13634,0.385,-716334748.0,3.0,23933.0,1476.0,0.308,16.22,34.26,0.43,0.4017795,40.69226,0.29996383,46.954945,-0.19008684,28.77449,13.244195,30.47064,0.000563,0.0,100.0,522.0,40.641,37.925,44.934
QUC 3492-2018,Stay green,18.40039,992.71173,36.69,0.0115,0.00102,2357.72,1587.0,1900.33,0.327,87.128,870.691,13455.0,37.15,0.46,0.46,0.46,66.08,756.873,9.048,0.00072,0.194,0.08,0.726,1.663,-0.062,0.091,0.97,0.496,55.977,0.0115,0.0626898,0.089,-72282115.0,3.0,24871.0,1779.0,0.349,13.98,36.61,0.47,0.37016273,36.496643,0.2966777,42.98843,1.9325006,26.286957,14.942064,26.91922,0.000282,0.0,100.0,450.0,42.46,38.83,45.156
QUC 3492-2018,Stay green,18.72266,992.54657,35.68,0.0084,0.00083,915.65,742.0,837.67,0.19,118.474,105.2072,8.95,37.65,1.97,1.97,0.35,79.36,2074.872,19.852,0.00152,0.085,0.044,0.871,3.291,0.133,0.057,0.81,0.398,51.796,0.0095,0.1599149,0.098,-716334748.0,3.0,18032.0,1545.0,0.384,11.67,36.7,0.48,0.3767445,41.665398,0.26955044,43.851864,-1.0551144,25.296873,10.347375,26.910116,0.002675303,0.0,100.0,498.0,40.378,36.36,45.103
QUC 3492-2018,Stay green,19.31934,992.89331,36.08,0.0052,0.00065,2012.25,1365.0,1870.67,0.322,191.607,132313.0,22554.0,38.15,2.07,2.07,0.07,59.44,1886.945,9.292,0.0007,0.07,0.09,0.839,0.702,0.102,-0.676,1.574,0.16,34.106,0.0076,0.0926191,0.125,-7228213666666660.0,3.0,39039.0,1486.0,0.297,26.27,26.13,0.45,0.4094049,37.160034,0.29855746,47.43602,1.7910477,28.693514,16.219845,30.121065,0.000422,0.0,100.0,534.0,41.574,37.385,45.137
QUC 3492-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8810.0,1114.0,0.093,7.9,30.8,0.13,0.519635,28.28925,0.23674053,57.489353,6.3232903,28.016842,24.143461,30.8138,0.000319,0.0,100.0,480.0,46.6476,41.5804,53.6365
QUC 3492-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12114.0,,0.222,,33.14,0.18,0.534564,26.984348,0.203821,58.51287,5.6802425,25.538086,22.10511,28.727686,0.000311,0.0,100.0,496.0,46.4863,41.2732,53.2368
QUC 3492-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6098.0,,0.425,,35.37,0.13,0.519635,28.28925,0.23674053,57.489353,6.3232903,28.016842,24.143461,30.8138,0.000319,0.0,100.0,480.0,46.6476,41.5804,53.6365
QUC 3492-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.2,0.51897985,26.525396,0.21774846,57.027813,6.536634,26.113892,23.566517,28.854687,0.0,0.0,,496.0,46.128,41.503,53.7651
QUC 3492-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,11115.0,,,,35.17,0.18,0.534564,26.984348,0.203821,58.51287,5.6802425,25.538086,22.10511,28.727686,0.000311,0.0,100.0,496.0,46.4863,41.2732,53.2368
QUC 3492-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.15,0.53488034,27.839334,0.21667176,58.77505,5.795129,26.81083,22.900776,30.003214,0.0,0.0,,482.0,43.5002,39.2919,48.083
QUC 3492-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8075.0,,,,30.57,0.2,0.51897985,26.525396,0.21774846,57.027813,6.536634,26.113892,23.566517,28.854687,0.0,0.0,,496.0,46.128,41.503,53.7651
QUC 3492-2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7321.0,,0.343,,33.23,0.15,0.53488034,27.839334,0.21667176,58.77505,5.795129,26.81083,22.900776,30.003214,0.0,0.0,,482.0,43.5002,39.2919,48.083
QUC 3509-2017,Senescencia normal,26.5498,988.21466,33.47,0.0118,-0.00138,1595.37,1103.0,1418.33,0.309,85.029,126.0225,1.4,32.67,-0.8,-0.8,0.1,127.04,2543.378,9.932,0.00154,0.111,0.081,0.808,2526.0,0.137,-0.04,0.903,0.28,65.165,0.0079,0.1940746,-0.117,,1.0,32417.0,1501.0,0.251,21.59,32.61,0.5,0.36434916,44.50459,0.28998393,42.947334,-2.105211,26.302044,9.122242,27.727936,0.003756708,0.0,100.0,576.0,38.2115,35.0834,42.6053
QUC 3509-2017,Senescencia normal,26.07812,988.57062,34.89,0.0071,0.00112,2658.09,2157.0,2529.33,0.189,140.423,126.0697,5518.0,34.25,-0.64,-0.64,0.13,59.41,2750.617,20.007,0.00195,0.048,0.045,0.906,2688.0,0.138,0.075,0.788,0.219,77.231,0.0079,0.2458359,0.157,-7228202833333330.0,1.0,40378.0,1.53,0.252,26.4,32.59,0.61,0.32111427,51.416164,0.22201973,37.573807,-4.300269,20.037727,3.3861928,21.48389,0.213522131,0.000563,99.73649539,594.0,34.3699,32.8354,40.2035
QUC 3509-2017,Senescencia normal,21.00684,988.08081,34.44,0.0069,0.00081,1655.26,1471.0,1495.67,0.111,144.751,152.4208,5825.0,34.39,-0.05,-0.05,0.19,103.23,2389.646,37.959,0.00101,0.096,0.023,0.88,0.738,0.278,-0.63,1352.0,0.852,39.929,0.0066,0.153945,0.117,-7228235.0,1.0,38598.0,1382.0,0.21,27.94,33.71,0.5,0.36434916,44.50459,0.28998393,42.947334,-2.105211,26.302044,9.122242,27.727936,0.003756708,0.0,100.0,576.0,38.2115,35.0834,42.6053
QUC 3509-2017,Senescencia normal,20.6875,987.75421,33.74,0.0133,-0.0004,1616.56,1134.0,1399.33,0.299,75.13,96.2587,11675.0,33.59,-0.15,-0.15,0.15,86.53,1435.051,10.468,0.00121,0.134,0.075,0.79,-1.97,-1.61,2518.0,0.092,0.365,61.918,0.0104,0.116473,-0.03,,1.0,43063.0,1679.0,0.235,25.64,33.71,0.61,0.32111427,51.416164,0.22201973,37.573807,-4.300269,20.037727,3.3861928,21.48389,0.213522131,0.000563,99.73649539,594.0,34.3699,32.8354,40.2035
QUC 3509-2017,Senescencia normal,26.57129,993.42236,29.56,0.008,0.00154,3190.67,2077.0,2731.0,0.349,124.866,169.0198,8849.0,28.67,-0.89,-0.89,0.11,111.19,1715.911,8.101,0.0014,0.144,0.094,0.762,2559.0,0.117,0.186,0.697,0.314,63.643,0.0059,0.2366277,0.192,-72282115.0,2.0,42514.0,1689.0,0.252,25.17,28.35,0.59,0.5092711,149.54987,0.08927387,56.656746,-14.1520815,10.966753,-13.760648,16.348516,0.990149254,0.990149254,0.0,566.0,27.8463,25.8722,30.8399
QUC 3509-2017,Senescencia normal,26.68164,993.11737,28.23,0.0627,0.00119,1669.03,1006.0,1246.67,0.397,15.942,674.705,5848.0,27.11,-1.12,-1.12,0.31,93.22,818.825,6.404,0.00099,0.253,0.101,0.646,-5952.0,-0.401,1884.0,-0.484,0.514,52.405,0.0148,0.0667958,0.019,-718819407.0,2.0,32219.0,1913.0,0.294,16.84,25.64,0.59,0.5092711,149.54987,0.08927387,56.656746,-14.1520815,10.966753,-13.760648,16.348516,0.990149254,0.990149254,0.0,566.0,27.8463,25.8722,30.8399
QUC 3509-2017,Senescencia normal,24.54492,993.40179,30.88,0.0164,0.00221,2737.37,1921.0,2367.33,0.298,60.794,918.831,10625.0,27.89,-2.99,-2.99,0.14,61.97,1020.143,10.483,0.00155,0.135,0.075,0.79,1.95,-0.198,-0.576,1774.0,0.368,54.405,0.0109,0.1424188,0.134,-72282375.0,2.0,51164.0,1599.0,0.202,31.99,28.32,0.47,0.59641176,92.581215,0.061516225,65.25433,-10.711226,16.868763,-6.396978,23.444115,0.958552972,0.761136951,20.59521242,594.0,33.6529,31.1051,38.959
QUC 3509-2017,Senescencia normal,28.03711,993.14343,27.19,0.0081,-0.0019,2484.0,1224.0,1812.33,0.507,123.73,187.982,11059.0,26.01,-1.18,-1.18,0.18,148.18,1219.554,3.741,0.0008,0.27,0.154,0.576,2937.0,0.278,0.198,0.524,0.36,69.742,0.0053,0.1503856,-0.235,-718819407.0,2.0,28966.0,1616.0,0.316,17.92,25.66,0.47,0.59641176,92.581215,0.061516225,65.25433,-10.711226,16.868763,-6.396978,23.444115,0.958552972,0.761136951,20.59521242,594.0,33.6529,31.1051,38.959
QUC 3509-2017,Senescencia normal,17.60645,992.16071,36.57,3.2902,0.01283,893.18,685.0,656.67,0.233,0.304,0.0004,7683.0,36.95,0.38,0.38,0.46,137.23,1150.791,15.057,5242561.0,0.265,0.046,0.689,-4.075,-0.062,1401.0,-0.339,1.185,19.546,23819352.0,0.0209702,0.004,-716334748.0,3.0,50324.0,1385.0,0.233,36.34,33.1,0.43,0.42068496,36.541164,0.2697522,48.261726,1.5656013,27.082111,15.358756,28.994862,0.000563,0.0,100.0,487.0,42.131,39.289,45.125
QUC 3509-2017,Senescencia normal,16.74609,992.55469,36.09,0.0152,-0.00036,1277.86,911.0,1097.67,0.287,65.69,184.0418,0.972,38.43,2.34,2.34,0.27,109.62,1727.66,11.118,0.00133,0.141,0.071,0.788,1.872,-0.345,0.044,1.302,0.408,74.763,0.0054,0.2447756,-0.024,-716334748.0,3.0,20087.0,1688.0,0.308,11.9,37.65,0.43,0.42068496,36.541164,0.2697522,48.261726,1.5656013,27.082111,15.358756,28.994862,0.000563,0.0,100.0,487.0,42.131,39.289,45.125
