Genotipo,Hoja,cara,Chl,Flav,Anth,NBI,temp,Estado Fenológico,Valorgs,Intensity,Hue,Saturation,Lightness,a*,b*,u*,v*,GA,GGA,CSI,Area,Mean,Min,Max,Caracteristica,Ambient Humidity,Ambient Pressure,Ambient Temperature,ECS_tau,ECSt mAU,FmPrime,FoPrime,Fs,FvP_over_FmP,gH+,kP700,leaf angle,Leaf Temperature,Leaf Temperature Differenial,Leaf Temperature Differential,leaf_thickness,LEF,Light Intensity (PAR),NPQt,P700_DIRK_ampl,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,qL,SPAD,tP700,v_initial_P700,vH+,Latitude,Longitude
QUC 3528-2017,Hoja 2,,,,,,,3,0.765,0.26539472,80.07269,0.1853435,31.808577,-8.979382,16.70217,-3.867806,18.062841,0.972099622,0.525535939,45.9380574,595,24.2462,23.4828,25.7383,1.0,79.953615,614.6982425,42.03,0.014625,0.0003925,2207.25,417.75,1017.165,0.8109999999999999,73.546,1272.041925,7394.5,14.32,-27.71,-27.71,0.5075000000000001,14.39,59.642250000000004,0.1395,0.0001875,0.53925,0.404,0.0565,4.73025,0.49775,0.5475,-0.045,0.274,58.06525,0.005175,0.10457415,0.0285,-354056387.0,-716334656.0
QUC 3528-2017,Hoja 2,,,,,,,3,0.765,0.28054094,71.5606,0.25441456,34.308456,-9.200405,21.201231,-2.675693,22.488707,0.963430013,0.046343001,95.18979058,568,25.6716,25.0143,28.3249,1.0,79.953615,614.6982425,42.03,0.014625,0.0003925,2207.25,417.75,1017.165,0.8109999999999999,73.546,1272.041925,7394.5,14.32,-27.71,-27.71,0.5075000000000001,14.39,59.642250000000004,0.1395,0.0001875,0.53925,0.404,0.0565,4.73025,0.49775,0.5475,-0.045,0.274,58.06525,0.005175,0.10457415,0.0285,-354056387.0,-716334656.0
QUC 3448-2017,Hoja 1,sup,48194.0,1507.0,0.225,31.98,9.37,3,0.69,0.37516466,87.27263,0.14278418,44.160545,-11.674613,18.876911,-6.6626368,23.089334,0.811002522,0.119325347,85.2866861,552,27.2673,26.2296,29.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3448-2017,Hoja 1,sup,48194.0,1507.0,0.225,31.98,9.37,3,0.69,0.3102216,62.97857,0.207483,36.662167,-6.7115917,19.268103,-0.096026346,21.034477,0.722572509,0.003940731,99.45462478,558,26.1521,24.8243,30.5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3448-2017,Hoja 2,sup,53514.0,1562.0,0.203,34.27,9.36,3,0.69,0.37516466,87.27263,0.14278418,44.160545,-11.674613,18.876911,-6.6626368,23.089334,0.811002522,0.119325347,85.2866861,552,27.2673,26.2296,29.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3448-2017,Hoja 2,sup,53514.0,1562.0,0.203,34.27,9.36,3,0.69,0.3102216,62.97857,0.207483,36.662167,-6.7115917,19.268103,-0.096026346,21.034477,0.722572509,0.003940731,99.45462478,558,26.1521,24.8243,30.5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3448-2017,Hoja 1,sup,51700.0,1652.0,0.156,31.3,14.85,3,0.69,0.37516466,87.27263,0.14278418,44.160545,-11.674613,18.876911,-6.6626368,23.089334,0.811002522,0.119325347,85.2866861,552,27.2673,26.2296,29.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3448-2017,Hoja 1,sup,51700.0,1652.0,0.156,31.3,14.85,3,0.69,0.3102216,62.97857,0.207483,36.662167,-6.7115917,19.268103,-0.096026346,21.034477,0.722572509,0.003940731,99.45462478,558,26.1521,24.8243,30.5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3448-2017,Hoja 2,,,,,,,3,0.69,0.37516466,87.27263,0.14278418,44.160545,-11.674613,18.876911,-6.6626368,23.089334,0.811002522,0.119325347,85.2866861,552,27.2673,26.2296,29.3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUC 3448-2017,Hoja 2,,,,,,,3,0.69,0.3102216,62.97857,0.207483,36.662167,-6.7115917,19.268103,-0.096026346,21.034477,0.722572509,0.003940731,99.45462478,558,26.1521,24.8243,30.5153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEULE-INIA,Hoja 1,sup,47039.0,1568.0,0.235,29.99,9.43,3,0.695,0.32860383,69.55588,0.20695394,39.12714,-8.570547,20.527296,-2.0015838,23.043236,0.934361093,0.048633185,94.79503317,544,27.1621,26.5552,29.0877,0.0,70.43286,589.96956,42.515,0.0132,0.00074,1849.43,396.75,984.1675,0.778,85.431,498.432375,4826.795,15.115,-27.4,-27.4,0.34500000000000003,28.8075,217.98325,0.40175,0.0004275,0.43975,0.39775,0.16249999999999998,4.5592500000000005,0.32199999999999995,0.9685,-425.115,0.24275,50.302,0.00705,0.049063275,0.0555,-354056387.0,-716334656.0
QUEULE-INIA,Hoja 1,sup,47039.0,1568.0,0.235,29.99,9.43,3,0.695,0.3148934,72.14433,0.17436534,37.09375,-7.9968534,17.776468,-2.2750676,20.026134,0.92591425,0.158732661,82.85665645,595,25.803,25.0042,27.4826,0.0,70.43286,589.96956,42.515,0.0132,0.00074,1849.43,396.75,984.1675,0.778,85.431,498.432375,4826.795,15.115,-27.4,-27.4,0.34500000000000003,28.8075,217.98325,0.40175,0.0004275,0.43975,0.39775,0.16249999999999998,4.5592500000000005,0.32199999999999995,0.9685,-425.115,0.24275,50.302,0.00705,0.049063275,0.0555,-354056387.0,-716334656.0
QUEULE-INIA,Hoja 2,sup,50791.0,1693.0,0.26,29.99,9.41,3,0.695,0.32860383,69.55588,0.20695394,39.12714,-8.570547,20.527296,-2.0015838,23.043236,0.934361093,0.048633185,94.79503317,544,27.1621,26.5552,29.0877,0.0,70.43286,589.96956,42.515,0.0132,0.00074,1849.43,396.75,984.1675,0.778,85.431,498.432375,4826.795,15.115,-27.4,-27.4,0.34500000000000003,28.8075,217.98325,0.40175,0.0004275,0.43975,0.39775,0.16249999999999998,4.5592500000000005,0.32199999999999995,0.9685,-425.115,0.24275,50.302,0.00705,0.049063275,0.0555,-354056387.0,-716334656.0
QUEULE-INIA,Hoja 2,sup,50791.0,1693.0,0.26,29.99,9.41,3,0.695,0.3148934,72.14433,0.17436534,37.09375,-7.9968534,17.776468,-2.2750676,20.026134,0.92591425,0.158732661,82.85665645,595,25.803,25.0042,27.4826,0.0,70.43286,589.96956,42.515,0.0132,0.00074,1849.43,396.75,984.1675,0.778,85.431,498.432375,4826.795,15.115,-27.4,-27.4,0.34500000000000003,28.8075,217.98325,0.40175,0.0004275,0.43975,0.39775,0.16249999999999998,4.5592500000000005,0.32199999999999995,0.9685,-425.115,0.24275,50.302,0.00705,0.049063275,0.0555,-354056387.0,-716334656.0
QUEULE-INIA,Hoja 1,sup,40083.0,1520.0,0.193,26.38,17.92,3,0.695,0.32860383,69.55588,0.20695394,39.12714,-8.570547,20.527296,-2.0015838,23.043236,0.934361093,0.048633185,94.79503317,544,27.1621,26.5552,29.0877,0.0,70.43286,589.96956,42.515,0.0132,0.00074,1849.43,396.75,984.1675,0.778,85.431,498.432375,4826.795,15.115,-27.4,-27.4,0.34500000000000003,28.8075,217.98325,0.40175,0.0004275,0.43975,0.39775,0.16249999999999998,4.5592500000000005,0.32199999999999995,0.9685,-425.115,0.24275,50.302,0.00705,0.049063275,0.0555,-354056387.0,-716334656.0
QUEULE-INIA,Hoja 1,sup,40083.0,1520.0,0.193,26.38,17.92,3,0.695,0.3148934,72.14433,0.17436534,37.09375,-7.9968534,17.776468,-2.2750676,20.026134,0.92591425,0.158732661,82.85665645,595,25.803,25.0042,27.4826,0.0,70.43286,589.96956,42.515,0.0132,0.00074,1849.43,396.75,984.1675,0.778,85.431,498.432375,4826.795,15.115,-27.4,-27.4,0.34500000000000003,28.8075,217.98325,0.40175,0.0004275,0.43975,0.39775,0.16249999999999998,4.5592500000000005,0.32199999999999995,0.9685,-425.115,0.24275,50.302,0.00705,0.049063275,0.0555,-354056387.0,-716334656.0
QUEULE-INIA,Hoja 2,,,,,,,3,0.695,0.32860383,69.55588,0.20695394,39.12714,-8.570547,20.527296,-2.0015838,23.043236,0.934361093,0.048633185,94.79503317,544,27.1621,26.5552,29.0877,0.0,70.43286,589.96956,42.515,0.0132,0.00074,1849.43,396.75,984.1675,0.778,85.431,498.432375,4826.795,15.115,-27.4,-27.4,0.34500000000000003,28.8075,217.98325,0.40175,0.0004275,0.43975,0.39775,0.16249999999999998,4.5592500000000005,0.32199999999999995,0.9685,-425.115,0.24275,50.302,0.00705,0.049063275,0.0555,-354056387.0,-716334656.0
QUEULE-INIA,Hoja 2,,,,,,,3,0.695,0.3148934,72.14433,0.17436534,37.09375,-7.9968534,17.776468,-2.2750676,20.026134,0.92591425,0.158732661,82.85665645,595,25.803,25.0042,27.4826,0.0,70.43286,589.96956,42.515,0.0132,0.00074,1849.43,396.75,984.1675,0.778,85.431,498.432375,4826.795,15.115,-27.4,-27.4,0.34500000000000003,28.8075,217.98325,0.40175,0.0004275,0.43975,0.39775,0.16249999999999998,4.5592500000000005,0.32199999999999995,0.9685,-425.115,0.24275,50.302,0.00705,0.049063275,0.0555,-354056387.0,-716334656.0
QUC 3328-2019,Hoja 1,sup,55817.0,1619.0,0.202,34.47,9.38,3,0.73,0.3079505,64.09013,0.25308168,37.144398,-7.6950035,22.179474,-0.3543318,23.80745,0.818883985,0.000946,99.88450433,544,26.8454,26.207,28.9568,2.0,29.808594999999997,472.16080999999997,44.675,0.01845,0.0002975,2065.93,402.0,928.4175,0.80525,54.59634,340.96995,6837.9825,16.22,-28.455,-28.455,0.4675,11.6825,46.46175,0.1795,9e-05,0.5535,0.37975,0.0665,5.35025,0.24825,372.1185,0.011499999999999996,0.30025,63.83225,0.009175000000000003,0.029105475,0.01975,-354056387.0,-716334656.0
QUC 3328-2019,Hoja 1,sup,55817.0,1619.0,0.202,34.47,9.38,3,0.73,0.30930158,67.52933,0.16625488,36.10669,-6.781848,16.708233,-1.1274011,18.64054,0.803719008,0.056102988,93.01957682,610,26.4117,24.3268,30.3589,2.0,29.808594999999997,472.16080999999997,44.675,0.01845,0.0002975,2065.93,402.0,928.4175,0.80525,54.59634,340.96995,6837.9825,16.22,-28.455,-28.455,0.4675,11.6825,46.46175,0.1795,9e-05,0.5535,0.37975,0.0665,5.35025,0.24825,372.1185,0.011499999999999996,0.30025,63.83225,0.009175000000000003,0.029105475,0.01975,-354056387.0,-716334656.0
QUC 3328-2019,Hoja 2,sup,55481.0,1447.0,0.21,38.34,9.42,3,0.73,0.3079505,64.09013,0.25308168,37.144398,-7.6950035,22.179474,-0.3543318,23.80745,0.818883985,0.000946,99.88450433,544,26.8454,26.207,28.9568,2.0,29.808594999999997,472.16080999999997,44.675,0.01845,0.0002975,2065.93,402.0,928.4175,0.80525,54.59634,340.96995,6837.9825,16.22,-28.455,-28.455,0.4675,11.6825,46.46175,0.1795,9e-05,0.5535,0.37975,0.0665,5.35025,0.24825,372.1185,0.011499999999999996,0.30025,63.83225,0.009175000000000003,0.029105475,0.01975,-354056387.0,-716334656.0
QUC 3328-2019,Hoja 2,sup,55481.0,1447.0,0.21,38.34,9.42,3,0.73,0.30930158,67.52933,0.16625488,36.10669,-6.781848,16.708233,-1.1274011,18.64054,0.803719008,0.056102988,93.01957682,610,26.4117,24.3268,30.3589,2.0,29.808594999999997,472.16080999999997,44.675,0.01845,0.0002975,2065.93,402.0,928.4175,0.80525,54.59634,340.96995,6837.9825,16.22,-28.455,-28.455,0.4675,11.6825,46.46175,0.1795,9e-05,0.5535,0.37975,0.0665,5.35025,0.24825,372.1185,0.011499999999999996,0.30025,63.83225,0.009175000000000003,0.029105475,0.01975,-354056387.0,-716334656.0
QUC 3328-2019,Hoja 1,,,,,,,3,0.73,0.3079505,64.09013,0.25308168,37.144398,-7.6950035,22.179474,-0.3543318,23.80745,0.818883985,0.000946,99.88450433,544,26.8454,26.207,28.9568,2.0,29.808594999999997,472.16080999999997,44.675,0.01845,0.0002975,2065.93,402.0,928.4175,0.80525,54.59634,340.96995,6837.9825,16.22,-28.455,-28.455,0.4675,11.6825,46.46175,0.1795,9e-05,0.5535,0.37975,0.0665,5.35025,0.24825,372.1185,0.011499999999999996,0.30025,63.83225,0.009175000000000003,0.029105475,0.01975,-354056387.0,-716334656.0
QUC 3328-2019,Hoja 1,,,,,,,3,0.73,0.30930158,67.52933,0.16625488,36.10669,-6.781848,16.708233,-1.1274011,18.64054,0.803719008,0.056102988,93.01957682,610,26.4117,24.3268,30.3589,2.0,29.808594999999997,472.16080999999997,44.675,0.01845,0.0002975,2065.93,402.0,928.4175,0.80525,54.59634,340.96995,6837.9825,16.22,-28.455,-28.455,0.4675,11.6825,46.46175,0.1795,9e-05,0.5535,0.37975,0.0665,5.35025,0.24825,372.1185,0.011499999999999996,0.30025,63.83225,0.009175000000000003,0.029105475,0.01975,-354056387.0,-716334656.0
QUC 3328-2019,Hoja 2,sup,49760.0,1575.0,0.155,31.59,20.46,3,0.73,0.3079505,64.09013,0.25308168,37.144398,-7.6950035,22.179474,-0.3543318,23.80745,0.818883985,0.000946,99.88450433,544,26.8454,26.207,28.9568,2.0,29.808594999999997,472.16080999999997,44.675,0.01845,0.0002975,2065.93,402.0,928.4175,0.80525,54.59634,340.96995,6837.9825,16.22,-28.455,-28.455,0.4675,11.6825,46.46175,0.1795,9e-05,0.5535,0.37975,0.0665,5.35025,0.24825,372.1185,0.011499999999999996,0.30025,63.83225,0.009175000000000003,0.029105475,0.01975,-354056387.0,-716334656.0
QUC 3328-2019,Hoja 2,sup,49760.0,1575.0,0.155,31.59,20.46,3,0.73,0.30930158,67.52933,0.16625488,36.10669,-6.781848,16.708233,-1.1274011,18.64054,0.803719008,0.056102988,93.01957682,610,26.4117,24.3268,30.3589,2.0,29.808594999999997,472.16080999999997,44.675,0.01845,0.0002975,2065.93,402.0,928.4175,0.80525,54.59634,340.96995,6837.9825,16.22,-28.455,-28.455,0.4675,11.6825,46.46175,0.1795,9e-05,0.5535,0.37975,0.0665,5.35025,0.24825,372.1185,0.011499999999999996,0.30025,63.83225,0.009175000000000003,0.029105475,0.01975,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,sup,59375.0,1745.0,0.194,34.02,9.42,3,0.7,0.29156938,69.271736,0.20912999,34.786964,-7.7826633,18.813728,-1.6702555,20.384277,0.938652257,0.022091545,97.64646123,570,24.5411,23.756,27.3158,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,sup,59375.0,1745.0,0.194,34.02,9.42,3,0.7,0.28295255,70.30246,0.16842163,33.172565,-6.841947,15.875675,-1.5449067,17.296074,0.94924338,0.061790668,93.49053471,525,26.2672,24.8554,30.5125,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,sup,59375.0,1745.0,0.194,34.02,9.42,3,0.7,0.33542144,79.36388,0.07677591,37.849003,-6.107129,11.630106,-2.262844,13.894274,0.766551072,0.147225725,80.79374871,612,24.9185,23.6071,29.1446,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,sup,59375.0,1745.0,0.194,34.02,9.42,3,0.7,0.3298311,100.37469,0.08143067,38.039978,-9.396871,12.819824,-5.939731,15.679127,0.639186633,0.095208071,85.10480888,527,25.9308,24.7561,28.2031,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 2,sup,59614.0,1489.0,0.195,40.03,9.44,3,0.7,0.29156938,69.271736,0.20912999,34.786964,-7.7826633,18.813728,-1.6702555,20.384277,0.938652257,0.022091545,97.64646123,570,24.5411,23.756,27.3158,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 2,sup,59614.0,1489.0,0.195,40.03,9.44,3,0.7,0.28295255,70.30246,0.16842163,33.172565,-6.841947,15.875675,-1.5449067,17.296074,0.94924338,0.061790668,93.49053471,525,26.2672,24.8554,30.5125,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 2,sup,59614.0,1489.0,0.195,40.03,9.44,3,0.7,0.33542144,79.36388,0.07677591,37.849003,-6.107129,11.630106,-2.262844,13.894274,0.766551072,0.147225725,80.79374871,612,24.9185,23.6071,29.1446,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 2,sup,59614.0,1489.0,0.195,40.03,9.44,3,0.7,0.3298311,100.37469,0.08143067,38.039978,-9.396871,12.819824,-5.939731,15.679127,0.639186633,0.095208071,85.10480888,527,25.9308,24.7561,28.2031,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,sup,55637.0,1576.0,0.154,35.31,10.36,3,0.7,0.29156938,69.271736,0.20912999,34.786964,-7.7826633,18.813728,-1.6702555,20.384277,0.938652257,0.022091545,97.64646123,570,24.5411,23.756,27.3158,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,sup,55637.0,1576.0,0.154,35.31,10.36,3,0.7,0.28295255,70.30246,0.16842163,33.172565,-6.841947,15.875675,-1.5449067,17.296074,0.94924338,0.061790668,93.49053471,525,26.2672,24.8554,30.5125,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,sup,55637.0,1576.0,0.154,35.31,10.36,3,0.7,0.33542144,79.36388,0.07677591,37.849003,-6.107129,11.630106,-2.262844,13.894274,0.766551072,0.147225725,80.79374871,612,24.9185,23.6071,29.1446,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,sup,55637.0,1576.0,0.154,35.31,10.36,3,0.7,0.3298311,100.37469,0.08143067,38.039978,-9.396871,12.819824,-5.939731,15.679127,0.639186633,0.095208071,85.10480888,527,25.9308,24.7561,28.2031,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 2,sup,56735.0,1651.0,0.133,34.36,10.35,3,0.7,0.29156938,69.271736,0.20912999,34.786964,-7.7826633,18.813728,-1.6702555,20.384277,0.938652257,0.022091545,97.64646123,570,24.5411,23.756,27.3158,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 2,sup,56735.0,1651.0,0.133,34.36,10.35,3,0.7,0.28295255,70.30246,0.16842163,33.172565,-6.841947,15.875675,-1.5449067,17.296074,0.94924338,0.061790668,93.49053471,525,26.2672,24.8554,30.5125,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 2,sup,56735.0,1651.0,0.133,34.36,10.35,3,0.7,0.33542144,79.36388,0.07677591,37.849003,-6.107129,11.630106,-2.262844,13.894274,0.766551072,0.147225725,80.79374871,612,24.9185,23.6071,29.1446,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 2,sup,56735.0,1651.0,0.133,34.36,10.35,3,0.7,0.3298311,100.37469,0.08143067,38.039978,-9.396871,12.819824,-5.939731,15.679127,0.639186633,0.095208071,85.10480888,527,25.9308,24.7561,28.2031,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,,,,,,,3,0.7,0.29156938,69.271736,0.20912999,34.786964,-7.7826633,18.813728,-1.6702555,20.384277,0.938652257,0.022091545,97.64646123,570,24.5411,23.756,27.3158,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,,,,,,,3,0.7,0.28295255,70.30246,0.16842163,33.172565,-6.841947,15.875675,-1.5449067,17.296074,0.94924338,0.061790668,93.49053471,525,26.2672,24.8554,30.5125,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,,,,,,,3,0.7,0.33542144,79.36388,0.07677591,37.849003,-6.107129,11.630106,-2.262844,13.894274,0.766551072,0.147225725,80.79374871,612,24.9185,23.6071,29.1446,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
QUC 3526-2017,Hoja 1,,,,,,,3,0.7,0.3298311,100.37469,0.08143067,38.039978,-9.396871,12.819824,-5.939731,15.679127,0.639186633,0.095208071,85.10480888,527,25.9308,24.7561,28.2031,1.0,73.97485499999999,600.3112325,42.3375,0.008799999999999999,0.00031,1903.54,388.25,820.5,0.79625,132.9455,242.60354999999998,8901.75,14.219999999999999,-28.1175,-28.1175,0.44,16.4,64.082,0.25,7.25e-05,0.569,0.34475,0.08625000000000001,5.134,0.5275,0.47150000000000003,0.0004999999999999987,0.33875,65.56,0.0060999999999999995,0.024718725,0.0405,-354056387.0,-716334656.0
